Time [ms],Lat,Lng,GPS Alt [m],Sats,Pressure [hPa],Raw Baro Alt [m],Filter Baro Alt [m],Baro Vert Vel [m/s],Baro Vert Acc [m/s^2],Baro Temp [°C],Bat 1 Voltage [V],IMU Acc X [m/s^2],IMU Acc Y [m/s^2],IMU Acc Z [m/s^2],IMU Gyr X [deg/s],IMU Gyr Y [deg/s],IMU Gyr Z [deg/s],State
63645.00,0.0000,0.0000,0.00,0.00,1022.16,-0.74,-0.49,0.31,0.22,24.5,4.16,1.28,0.65,0.22,1.41,0.32,-1.28, 3
63655.00,0.0000,0.0000,0.00,0.00,1022.16,-0.74,-0.50,0.29,0.20,24.5,4.16,1.24,0.60,0.18,1.21,0.18,-1.17, 3
63665.00,0.0000,0.0000,0.00,0.00,1022.16,-0.74,-0.52,0.27,0.18,24.5,4.16,1.20,0.58,0.16,1.03,0.09,-1.11, 3
63676.00,0.0000,0.0000,0.00,0.00,1022.16,-0.74,-0.54,0.25,0.16,24.5,4.16,1.16,0.59,0.15,0.83,0.03,-1.04, 3
63687.00,0.0000,0.0000,0.00,0.00,1022.16,-0.74,-0.55,0.23,0.15,24.5,4.16,1.13,0.77,0.12,0.66,0.02,-0.87, 3
63697.00,0.0000,0.0000,0.00,0.00,1022.16,-0.74,-0.57,0.22,0.13,24.5,4.16,1.12,0.82,0.08,0.64,0.05,-0.62, 3
63708.00,0.0000,0.0000,0.00,0.00,1022.16,-0.74,-0.58,0.21,0.12,24.5,4.15,1.08,0.87,0.08,0.73,0.10,-0.30, 3
63719.00,0.0000,0.0000,0.00,0.00,1022.16,-0.74,-0.59,0.19,0.11,24.5,4.15,1.02,0.88,0.12,0.87,0.10,0.06, 3
63730.00,0.0000,0.0000,0.00,0.00,1022.10,-0.25,-0.56,0.22,0.13,24.5,4.15,1.02,0.82,0.22,1.00,-0.02,0.37, 3
63740.00,0.0000,0.0000,0.00,0.00,1022.10,-0.25,-0.53,0.25,0.16,24.5,4.15,1.02,0.66,0.22,1.28,-0.13,0.58, 3
63750.00,0.0000,0.0000,0.00,0.00,1022.10,-0.25,-0.51,0.28,0.18,24.5,4.15,0.99,0.64,0.28,1.43,-0.27,0.75, 3
63899.00,0.0000,0.0000,0.00,0.00,1022.10,-0.25,-0.43,0.34,0.21,24.5,4.15,1.01,0.60,0.36,0.68,0.06,-0.67, 3
63911.00,0.0000,0.0000,0.00,0.00,1022.43,-2.97,-0.82,-0.05,-0.13,24.5,4.15,0.99,0.59,0.34,0.72,-0.12,-0.75, 3
63921.00,0.0000,0.0000,0.00,0.00,1022.43,-2.97,-1.13,-0.36,-0.39,24.5,4.15,0.92,0.55,0.33,0.75,-0.31,-0.88, 3
63931.00,0.0000,0.0000,0.00,0.00,1022.43,-2.97,-1.37,-0.60,-0.59,24.5,4.15,0.87,0.56,0.34,0.70,-0.48,-1.05, 3
63942.00,0.0000,0.0000,0.00,0.00,1022.43,-2.97,-1.58,-0.81,-0.76,24.5,4.15,0.85,0.56,0.28,0.59,-0.56,-1.22, 3
63953.00,0.0000,0.0000,0.00,0.00,1022.17,-0.83,-1.50,-0.73,-0.68,24.4,4.16,0.87,0.57,0.18,0.52,-0.50,-1.37, 3
63964.00,0.0000,0.0000,0.00,0.00,1022.17,-0.83,-1.43,-0.66,-0.62,24.4,4.16,0.91,0.65,0.11,0.45,-0.36,-1.49, 3
63975.00,0.0000,0.0000,0.00,0.00,1022.17,-0.83,-1.37,-0.60,-0.56,24.4,4.16,0.93,0.81,0.09,0.44,-0.18,-1.50, 3
63986.00,0.0000,0.0000,0.00,0.00,1022.17,-0.83,-1.32,-0.55,-0.51,24.4,4.16,0.93,0.93,0.06,0.51,-0.02,-1.49, 3
63997.00,0.0000,0.0000,0.00,0.00,1022.15,-0.66,-1.25,-0.48,-0.46,24.4,4.16,0.95,1.04,0.10,0.62,0.08,-1.41, 3
64007.00,0.0000,0.0000,0.00,0.00,1022.15,-0.66,-1.20,-0.43,-0.40,24.4,4.16,0.97,1.08,0.13,0.76,0.12,-1.28, 3
64017.00,0.0000,0.0000,0.00,0.00,1022.15,-0.66,-1.15,-0.38,-0.36,24.4,4.16,0.98,1.08,0.20,0.91,0.06,-1.14, 3
64028.00,0.0000,0.0000,0.00,0.00,1022.15,-0.66,-1.11,-0.34,-0.32,24.4,4.16,0.98,1.07,0.18,0.99,-0.03,-1.00, 3
64039.00,0.0000,0.0000,0.00,0.00,1022.15,-0.66,-1.07,-0.30,-0.28,24.4,4.16,0.97,1.07,0.15,1.02,-0.13,-0.85, 3
64049.00,0.0000,0.0000,0.00,0.00,1022.15,-0.66,-1.03,-0.26,-0.25,24.4,4.16,0.92,1.04,0.11,1.10,-0.22,-0.71, 3
64059.00,0.0000,0.0000,0.00,0.00,1022.15,-0.66,-1.00,-0.23,-0.22,24.4,4.16,0.87,0.96,0.05,1.17,-0.30,-0.59, 3
64070.00,0.0000,0.0000,0.00,0.00,1022.15,-0.66,-0.97,-0.20,-0.19,24.4,4.16,0.83,0.86,0.02,1.23,-0.38,-0.53, 3
64081.00,0.0000,0.0000,0.00,0.00,1022.14,-0.58,-0.94,-0.17,-0.16,24.4,4.16,0.80,0.80,0.03,1.29,-0.49,-0.48, 3
64091.00,0.0000,0.0000,0.00,0.00,1022.14,-0.58,-0.91,-0.14,-0.14,24.4,4.16,0.81,0.79,0.05,1.30,-0.61,-0.43, 3
64101.00,0.0000,0.0000,0.00,0.00,1022.14,-0.58,-0.88,-0.11,-0.11,24.4,4.16,0.79,0.76,0.06,1.27,-0.73,-0.36, 3
64112.00,0.0000,0.0000,0.00,0.00,1022.14,-0.58,-0.86,-0.09,-0.09,24.4,4.16,0.76,0.76,0.07,1.16,-0.88,-0.26, 3
64123.00,0.0000,0.0000,0.00,0.00,1022.16,-0.74,-0.85,-0.08,-0.08,24.4,4.16,0.72,0.78,0.00,1.01,-0.95,-0.13, 3
64133.00,0.0000,0.0000,0.00,0.00,1022.16,-0.74,-0.84,-0.07,-0.07,24.4,4.16,0.65,0.79,-0.06,0.88,-0.95,0.00, 3
64144.00,0.0000,0.0000,0.00,0.00,1022.16,-0.74,-0.83,-0.06,-0.06,24.4,4.16,0.63,0.80,-0.08,0.74,-0.88,0.15, 3
64156.00,0.0000,0.0000,0.00,0.00,1022.16,-0.74,-0.82,-0.06,-0.06,24.4,4.16,0.63,0.82,-0.12,0.65,-0.74,0.33, 3
64167.00,0.0000,0.0000,0.00,0.00,1022.16,-0.74,-0.82,-0.05,-0.05,24.4,4.16,0.65,0.82,-0.12,0.62,-0.55,0.53, 3
64177.00,0.0000,0.0000,0.00,0.00,1022.16,-0.74,-0.81,-0.04,-0.04,24.4,4.16,0.64,0.78,-0.10,0.62,-0.40,0.65, 3
64188.00,0.0000,0.0000,0.00,0.00,1022.16,-0.74,-0.81,-0.04,-0.04,24.4,4.16,0.62,0.73,-0.07,0.64,-0.28,0.74, 3
64200.00,0.0000,0.0000,0.00,0.00,1022.16,-0.74,-0.80,-0.03,-0.03,24.4,4.16,0.62,0.69,-0.06,0.66,-0.19,0.80, 3
64211.00,0.0000,0.0000,0.00,0.00,1022.15,-0.66,-0.79,-0.02,-0.02,24.4,4.16,0.61,0.69,-0.02,0.75,-0.16,0.89, 3
64222.00,0.0000,0.0000,0.00,0.00,1022.15,-0.66,-0.78,-0.01,-0.01,24.4,4.16,0.61,0.69,-0.03,0.83,-0.15,0.98, 3
64232.00,0.0000,0.0000,0.00,0.00,1022.15,-0.66,-0.77,0.00,-0.00,24.4,4.16,0.63,0.67,-0.06,0.82,-0.14,1.09, 3
64243.00,0.0000,0.0000,0.00,0.00,1022.15,-0.66,-0.76,0.01,0.00,24.4,4.16,0.65,0.60,-0.12,0.69,-0.06,1.14, 3
64254.00,0.0000,0.0000,0.00,0.00,1022.14,-0.58,-0.74,0.03,0.02,24.4,4.16,0.70,0.55,-0.12,0.51,-0.00,1.13, 3
64265.00,0.0000,0.0000,0.00,0.00,1022.14,-0.58,-0.73,0.04,0.03,24.4,4.16,0.73,0.55,-0.11,0.39,0.02,1.11, 3
64276.00,0.0000,0.0000,0.00,0.00,1022.14,-0.58,-0.72,0.05,0.04,24.4,4.15,0.75,0.59,-0.06,0.34,-0.01,1.09, 3
64287.00,0.0000,0.0000,0.00,0.00,1022.14,-0.58,-0.70,0.07,0.05,24.4,4.15,0.78,0.61,-0.06,0.33,-0.07,1.05, 3
64298.00,0.0000,0.0000,0.00,0.00,1022.17,-0.83,-0.71,0.06,0.04,24.4,4.15,0.78,0.64,-0.13,0.62,0.16,0.91, 3
64307.00,0.0000,0.0000,0.00,0.00,1022.17,-0.83,-0.72,0.05,0.03,24.4,4.15,-1.93,-3.85,-3.79,1.52,0.64,-0.82, 3
64317.00,0.0000,0.0000,0.00,0.00,1022.17,-0.83,-0.73,0.04,0.03,24.4,4.15,0.93,1.68,0.50,-0.18,-0.07,-1.14, 3
64328.00,0.0000,0.0000,0.00,0.00,1022.17,-0.83,-0.74,0.03,0.02,24.4,4.15,0.93,1.16,-0.69,0.29,0.86,-0.56, 3
64342.00,0.0000,0.0000,0.00,0.00,1022.14,-0.58,-0.72,0.04,0.03,24.5,4.15,0.54,1.04,-0.51,1.15,0.85,0.12, 3
64352.00,0.0000,0.0000,0.00,0.00,1022.14,-0.58,-0.71,0.06,0.04,24.5,4.15,0.76,0.98,0.06,0.90,0.61,0.40, 3
64362.00,0.0000,0.0000,0.00,0.00,1022.14,-0.58,-0.70,0.07,0.05,24.5,4.15,0.62,1.19,-0.33,0.90,0.72,0.69, 3
64373.00,0.0000,0.0000,0.00,0.00,1022.14,-0.58,-0.69,0.08,0.06,24.5,4.15,0.63,0.92,-0.15,1.11,0.71,0.92, 3
64384.00,0.0000,0.0000,0.00,0.00,1022.15,-0.66,-0.68,0.08,0.06,24.5,4.16,0.75,0.92,-0.04,0.94,0.40,1.12, 3
64426.00,0.0000,0.0000,0.00,0.00,1022.15,-0.66,-0.68,0.09,0.07,24.5,4.16,0.78,0.39,-0.30,0.46,0.35,1.08, 3
64439.00,0.0000,0.0000,0.00,0.00,1022.15,-0.66,-0.68,0.09,0.07,24.5,4.16,0.84,0.32,-0.27,0.25,0.28,0.75, 3
64450.00,0.0000,0.0000,0.00,0.00,1022.15,-0.66,-0.67,0.09,0.07,24.5,4.16,0.86,0.35,-0.24,0.06,0.24,0.48, 3
64461.00,0.0000,0.0000,0.00,0.00,1022.15,-0.66,-0.67,0.10,0.07,24.4,4.16,0.85,0.41,-0.25,0.00,0.18,0.23, 3
64472.00,0.0000,0.0000,0.00,0.00,1022.15,-0.66,-0.67,0.10,0.07,24.4,4.16,0.84,0.45,-0.24,0.06,0.16,0.07, 3
64482.00,0.0000,0.0000,0.00,0.00,1022.15,-0.66,-0.67,0.10,0.07,24.4,4.16,0.84,0.50,-0.21,0.15,0.12,-0.07, 3
64493.00,0.0000,0.0000,0.00,0.00,1022.15,-0.66,-0.67,0.10,0.07,24.4,4.16,0.85,0.53,-0.23,0.22,0.11,-0.17, 3
64504.00,0.0000,0.0000,0.00,0.00,1022.15,-0.66,-0.66,0.10,0.07,24.4,4.16,0.86,0.56,-0.22,0.26,0.12,-0.21, 3
64514.00,0.0000,0.0000,0.00,0.00,1022.15,-0.66,-0.66,0.10,0.07,24.4,4.16,0.86,0.58,-0.21,0.27,0.11,-0.20, 3
64524.00,0.0000,0.0000,0.00,0.00,1022.15,-0.66,-0.66,0.10,0.07,24.4,4.16,0.83,0.64,-0.23,0.20,0.13,-0.16, 3
64535.00,0.0000,0.0000,0.00,0.00,1022.15,-0.66,-0.66,0.10,0.07,24.4,4.16,0.79,0.74,-0.30,0.22,0.34,0.01, 3
64547.00,0.0000,0.0000,0.00,0.00,1022.10,-0.25,-0.62,0.14,0.11,24.4,4.16,0.91,1.15,0.39,0.33,0.40,0.51, 3
64558.00,0.0000,0.0000,0.00,0.00,1022.10,-0.25,-0.59,0.18,0.14,24.4,4.16,0.76,0.97,-0.59,0.12,0.79,0.79, 3
64569.00,0.0000,0.0000,0.00,0.00,1022.10,-0.25,-0.56,0.21,0.16,24.4,4.16,1.00,0.64,0.35,0.20,0.36,0.40, 3
64579.00,0.0000,0.0000,0.00,0.00,1022.10,-0.25,-0.53,0.24,0.19,24.4,4.16,0.88,0.21,-0.25,0.22,0.28,0.18, 3
64590.00,0.0000,0.0000,0.00,0.00,1022.13,-0.50,-0.52,0.24,0.19,24.4,4.16,0.81,0.85,-0.12,0.60,0.37,0.27, 3
64600.00,0.0000,0.0000,0.00,0.00,1022.13,-0.50,-0.52,0.25,0.19,24.4,4.16,0.77,0.78,-0.20,0.53,0.38,0.36, 3
64610.00,0.0000,0.0000,0.00,0.00,1022.13,-0.50,-0.51,0.25,0.19,24.4,4.16,0.69,0.75,-0.38,0.41,0.48,0.47, 3
64621.00,0.0000,0.0000,0.00,0.00,1022.13,-0.50,-0.51,0.25,0.19,24.4,4.16,0.59,0.62,-0.21,0.52,0.48,0.57, 3
64632.00,0.0000,0.0000,0.00,0.00,1022.17,-0.83,-0.53,0.23,0.17,24.5,4.15,0.34,0.70,-0.02,0.76,0.40,0.92, 3
64642.00,0.0000,0.0000,0.00,0.00,1022.17,-0.83,-0.56,0.20,0.15,24.5,4.15,0.65,-0.09,-0.31,-0.06,0.42,0.81, 3
64652.00,0.0000,0.0000,0.00,0.00,1022.17,-0.83,-0.58,0.18,0.13,24.5,4.15,0.72,0.32,-0.61,-0.12,0.56,0.98, 3
64663.00,0.0000,0.0000,0.00,0.00,1022.17,-0.83,-0.60,0.16,0.11,24.5,4.15,0.68,0.70,-0.54,-0.07,0.98,0.96, 3
64673.00,0.0000,0.0000,0.00,0.00,1022.21,-1.16,-0.64,0.11,0.06,24.5,4.15,0.36,1.12,0.58,0.09,0.22,0.27, 3
64683.00,0.0000,0.0000,0.00,0.00,1022.21,-1.16,-0.69,0.07,0.03,24.5,4.15,0.96,0.08,0.28,0.44,-0.15,0.38, 3
64693.00,0.0000,0.0000,0.00,0.00,1022.21,-1.16,-0.72,0.03,-0.01,24.5,4.15,0.78,0.44,-0.14,0.56,-0.03,0.52, 3
64704.00,0.0000,0.0000,0.00,0.00,1022.21,-1.16,-0.76,-0.00,-0.04,24.5,4.15,0.73,0.53,-0.09,0.70,-0.17,0.60, 3
64713.00,0.0000,0.0000,0.00,0.00,1022.15,-0.66,-0.75,0.00,-0.03,24.5,4.15,0.84,0.53,-0.34,0.83,-0.16,0.66, 3
64723.00,0.0000,0.0000,0.00,0.00,1022.15,-0.66,-0.74,0.01,-0.03,24.5,4.15,0.84,0.58,-0.28,0.92,-0.04,0.70, 3
64733.00,0.0000,0.0000,0.00,0.00,1022.15,-0.66,-0.74,0.02,-0.02,24.5,4.15,0.86,0.52,-0.22,0.93,-0.08,0.71, 3
64744.00,0.0000,0.0000,0.00,0.00,1022.15,-0.66,-0.73,0.02,-0.02,24.5,4.15,0.87,0.48,-0.22,0.81,-0.12,0.73, 3
64754.00,0.0000,0.0000,0.00,0.00,1022.20,-1.07,-0.76,-0.01,-0.04,24.5,4.15,0.88,0.36,-0.13,0.71,-0.15,0.69, 3
64763.00,0.0000,0.0000,0.00,0.00,1022.20,-1.07,-0.78,-0.03,-0.06,24.5,4.15,0.90,0.28,-0.08,0.59,-0.25,0.62, 3
64773.00,0.0000,0.0000,0.00,0.00,1022.20,-1.07,-0.81,-0.06,-0.09,24.5,4.15,0.87,0.25,-0.15,0.44,-0.31,0.51, 3
64782.00,0.0000,0.0000,0.00,0.00,1022.20,-1.07,-0.83,-0.08,-0.10,24.5,4.15,0.88,0.25,-0.05,0.42,-0.42,0.41, 3
64794.00,0.0000,0.0000,0.00,0.00,1022.20,-1.07,-0.85,-0.10,-0.12,24.5,4.15,0.88,0.21,-0.10,0.32,-0.52,0.26, 3
64804.00,0.0000,0.0000,0.00,0.00,1022.19,-0.99,-0.86,-0.11,-0.13,24.5,4.15,0.86,0.31,-0.14,0.24,-0.61,0.18, 3
64814.00,0.0000,0.0000,0.00,0.00,1022.19,-0.99,-0.88,-0.12,-0.14,24.5,4.15,0.87,0.37,-0.28,0.31,-0.62,0.15, 3
64824.00,0.0000,0.0000,0.00,0.00,1022.19,-0.99,-0.89,-0.13,-0.15,24.5,4.15,0.86,0.46,-0.23,0.41,-0.64,0.16, 3
64836.00,0.0000,0.0000,0.00,0.00,1022.19,-0.99,-0.90,-0.15,-0.16,24.5,4.20,0.86,0.49,-0.16,0.52,-0.72,0.21, 3
64847.00,0.0000,0.0000,0.00,0.00,1022.18,-0.91,-0.90,-0.15,-0.16,24.5,4.20,0.85,0.47,-0.16,0.62,-0.78,0.25, 3
64858.00,0.0000,0.0000,0.00,0.00,1022.18,-0.91,-0.90,-0.15,-0.16,24.5,4.20,0.86,0.44,-0.13,0.69,-0.89,0.28, 3
64868.00,0.0000,0.0000,0.00,0.00,1022.18,-0.91,-0.90,-0.15,-0.16,24.5,4.20,0.85,0.38,-0.26,0.77,-0.93,0.27, 3
64879.00,0.0000,0.0000,0.00,0.00,1022.18,-0.91,-0.90,-0.15,-0.16,24.5,4.20,0.86,0.41,-0.39,0.87,-0.91,0.29, 3
64890.00,0.0000,0.0000,0.00,0.00,1022.19,-0.99,-0.91,-0.16,-0.17,24.5,4.20,0.86,0.45,-0.48,1.10,-0.84,0.36, 3
64900.00,0.0000,0.0000,0.00,0.00,1022.19,-0.99,-0.92,-0.17,-0.17,24.5,4.20,0.83,0.55,-0.67,1.20,-0.61,0.45, 3
64910.00,0.0000,0.0000,0.00,0.00,1022.19,-0.99,-0.93,-0.18,-0.18,24.5,4.20,0.88,0.44,-0.26,1.12,-0.63,0.49, 3
64921.00,0.0000,0.0000,0.00,0.00,1022.19,-0.99,-0.94,-0.19,-0.18,24.5,4.20,0.85,0.37,-0.38,1.23,-0.64,0.51, 3
64932.00,0.0000,0.0000,0.00,0.00,1022.19,-0.99,-0.94,-0.19,-0.18,24.5,4.20,0.86,0.39,-0.28,1.42,-0.66,0.53, 3
64942.00,0.0000,0.0000,0.00,0.00,1022.19,-0.99,-0.95,-0.20,-0.19,24.5,4.20,0.85,0.36,-0.28,1.63,-0.70,0.56, 3
64952.00,0.0000,0.0000,0.00,0.00,1022.19,-0.99,-0.95,-0.20,-0.19,24.5,4.20,0.83,0.36,-0.40,1.75,-0.69,0.58, 3
64963.00,0.0000,0.0000,0.00,0.00,1022.19,-0.99,-0.96,-0.21,-0.19,24.5,4.20,0.85,0.40,-0.40,1.71,-0.72,0.63, 3
64974.00,0.0000,0.0000,0.00,0.00,1022.16,-0.74,-0.94,-0.19,-0.18,24.5,4.20,0.84,0.42,-0.49,1.63,-0.68,0.70, 3
64984.00,0.0000,0.0000,0.00,0.00,1022.16,-0.74,-0.93,-0.18,-0.16,24.5,4.20,0.84,0.43,-0.53,1.62,-0.63,0.78, 3
65138.00,0.0000,0.0000,0.00,0.00,1022.16,-0.74,-0.92,-0.16,-0.13,24.5,4.20,0.80,0.31,-0.59,-0.39,-0.14,0.45, 3
65149.00,0.0000,0.0000,0.00,0.00,1022.16,-0.74,-0.89,-0.14,-0.11,24.5,4.20,0.86,0.23,-0.61,-0.52,-0.07,0.46, 3
65161.00,0.0000,0.0000,0.00,0.00,1022.12,-0.41,-0.82,-0.07,-0.05,24.3,4.20,0.86,0.09,-0.40,-0.50,-0.16,0.40, 3
65171.00,0.0000,0.0000,0.00,0.00,1022.12,-0.41,-0.77,-0.02,-0.00,24.3,4.20,0.87,0.06,-0.58,-0.27,-0.07,0.30, 3
65181.00,0.0000,0.0000,0.00,0.00,1022.12,-0.41,-0.73,0.03,0.04,24.3,4.20,0.86,0.17,-0.69,-0.00,0.04,0.24, 3
65192.00,0.0000,0.0000,0.00,0.00,1022.12,-0.41,-0.69,0.07,0.07,24.3,4.18,0.87,0.29,-0.75,0.27,0.23,0.24, 3
65203.00,0.0000,0.0000,0.00,0.00,1022.11,-0.33,-0.65,0.11,0.10,24.4,4.18,0.88,0.29,-0.57,0.22,0.31,0.30, 3
