Time [ms],Lat,Lng,GPS Alt [m],Sats,Pressure [hPa],Raw Baro Alt [m],Filter Baro Alt [m],Baro Vert Vel [m/s],Baro Vert Acc [m/s^2],Baro Temp [°C],Bat 1 Voltage [V],IMU Acc X [m/s^2],IMU Acc Y [m/s^2],IMU Acc Z [m/s^2],IMU Gyr X [deg/s],IMU Gyr Y [deg/s],IMU Gyr Z [deg/s],State
23547.00,0.0000,0.0000,0.00,0.00,1022.32,-0.41,-0.63,-0.05,-0.07,22.1,4.21,-0.55,-0.03,-0.82,-0.02,0.03,-0.05, 3
23557.00,0.0000,0.0000,0.00,0.00,1022.32,-0.41,-0.61,-0.03,-0.05,22.1,4.21,-0.56,-0.05,-0.81,-0.02,-0.04,-0.05, 3
23567.00,0.0000,0.0000,0.00,0.00,1022.32,-0.41,-0.59,-0.01,-0.03,22.1,4.21,-0.59,-0.04,-0.79,-0.01,-0.04,-0.01, 3
23578.00,0.0000,0.0000,0.00,0.00,1022.32,-0.41,-0.58,0.00,-0.02,22.1,4.21,-0.53,-0.06,-0.96,0.09,-0.14,0.06, 3
23589.00,0.0000,0.0000,0.00,0.00,1022.35,-0.66,-0.59,-0.00,-0.03,22.1,4.21,-0.68,-0.01,-0.72,0.03,-0.20,0.07, 3
23599.00,0.0000,0.0000,0.00,0.00,1022.35,-0.66,-0.59,-0.01,-0.03,22.1,4.21,-0.43,-0.01,-0.83,-0.01,-0.05,0.03, 3
23609.00,0.0000,0.0000,0.00,0.00,1022.35,-0.66,-0.60,-0.02,-0.04,22.1,4.21,-0.67,-0.02,-0.73,-0.03,-0.12,-0.03, 3
23623.00,0.0000,0.0000,0.00,0.00,1022.35,-0.66,-0.60,-0.02,-0.04,22.1,4.21,-0.56,0.00,-0.79,-0.11,-0.09,-0.11, 3
23784.00,0.0000,0.0000,0.00,0.00,1022.34,-0.58,-0.60,-0.02,-0.04,22.1,4.21,-0.09,-0.06,-0.95,-0.43,3.10,-0.83, 3
23793.00,0.0000,0.0000,0.00,0.00,1022.34,-0.58,-0.60,-0.02,-0.03,22.1,4.21,-0.10,-0.03,-0.99,-0.63,3.45,-0.87, 3
23803.00,0.0000,0.0000,0.00,0.00,1022.34,-0.58,-0.60,-0.02,-0.03,22.1,4.21,-0.50,0.45,-2.18,-1.47,4.16,-0.70, 3
