Time [ms],Lat,Lng,GPS Alt [m],Sats,Pressure [hPa],Raw Baro Alt [m],Filter Baro Alt [m],Baro Vert Vel [m/s],Baro Vert Acc [m/s^2],Baro Temp [°C],Bat 1 Voltage [V],IMU Acc X [m/s^2],IMU Acc Y [m/s^2],IMU Acc Z [m/s^2],IMU Gyr X [deg/s],IMU Gyr Y [deg/s],IMU Gyr Z [deg/s],State
36263.00,0.0000,0.0000,0.00,0.00,1013.88,-0.42,-0.91,-0.09,-0.07,25.3,4.25,-0.96,0.09,-0.05,0.09,0.03,0.05, 3
36274.00,0.0000,0.0000,0.00,0.00,1013.88,-0.42,-0.86,-0.04,-0.03,25.3,4.25,-0.96,0.09,-0.05,0.18,0.16,0.10, 3
36284.00,0.0000,0.0000,0.00,0.00,1013.88,-0.42,-0.82,-0.00,0.00,25.3,4.25,-0.96,0.09,-0.02,0.17,0.25,0.14, 3
36295.00,0.0000,0.0000,0.00,0.00,1013.88,-0.42,-0.78,0.04,0.04,25.3,4.25,-0.97,0.08,0.03,0.11,0.30,0.15, 3
36306.00,0.0000,0.0000,0.00,0.00,1013.88,-0.42,-0.75,0.07,0.06,25.3,4.25,-0.98,0.08,0.06,-0.00,0.30,0.17, 3
36317.00,0.0000,0.0000,0.00,0.00,1013.88,-0.42,-0.71,0.10,0.09,25.3,4.25,-1.00,0.08,0.11,-0.09,0.26,0.17, 3
36327.00,0.0000,0.0000,0.00,0.00,1013.88,-0.42,-0.69,0.13,0.11,25.3,4.25,-1.02,0.09,0.12,-0.14,0.23,0.21, 3
36337.00,0.0000,0.0000,0.00,0.00,1013.88,-0.42,-0.66,0.15,0.13,25.3,4.25,-1.05,0.10,0.10,-0.13,0.19,0.27, 3
36347.00,0.0000,0.0000,0.00,0.00,1013.88,-0.42,-0.64,0.18,0.15,25.3,4.25,-1.07,0.11,0.09,-0.12,0.13,0.34, 3
36358.00,0.0000,0.0000,0.00,0.00,1013.87,-0.33,-0.61,0.20,0.18,25.3,4.25,-1.07,0.13,0.09,-0.07,0.09,0.42, 3
36367.00,0.0000,0.0000,0.00,0.00,1013.87,-0.33,-0.58,0.23,0.20,25.3,4.25,-1.07,0.14,0.10,-0.08,0.03,0.50, 3
36377.00,0.0000,0.0000,0.00,0.00,1013.87,-0.33,-0.56,0.25,0.21,25.3,4.24,-1.07,0.12,0.09,-0.09,-0.02,0.56, 3
36388.00,0.0000,0.0000,0.00,0.00,1013.87,-0.33,-0.54,0.27,0.23,25.3,4.24,-1.04,0.06,0.08,-0.21,-0.06,0.55, 3
36399.00,0.0000,0.0000,0.00,0.00,1013.92,-0.75,-0.55,0.26,0.22,25.4,4.24,-1.04,0.02,0.04,-0.20,-0.07,0.53, 3
36409.00,0.0000,0.0000,0.00,0.00,1013.92,-0.75,-0.57,0.24,0.20,25.4,4.24,-1.03,0.01,0.02,-0.15,-0.04,0.49, 3
36419.00,0.0000,0.0000,0.00,0.00,1013.92,-0.75,-0.58,0.23,0.19,25.4,4.24,-1.02,0.02,0.00,-0.16,-0.00,0.46, 3
36430.00,0.0000,0.0000,0.00,0.00,1013.92,-0.75,-0.59,0.22,0.17,25.4,4.24,-1.02,0.04,-0.01,-0.15,0.02,0.44, 3
36440.00,0.0000,0.0000,0.00,0.00,1013.90,-0.58,-0.59,0.22,0.17,25.4,4.24,-1.01,0.06,-0.01,-0.11,0.04,0.44, 3
36449.00,0.0000,0.0000,0.00,0.00,1013.90,-0.58,-0.59,0.22,0.17,25.4,4.24,-1.00,0.05,-0.01,-0.10,0.07,0.42, 3
36459.00,0.0000,0.0000,0.00,0.00,1013.90,-0.58,-0.59,0.22,0.18,25.4,4.24,-0.99,0.06,-0.01,-0.10,0.10,0.39, 3
36470.00,0.0000,0.0000,0.00,0.00,1013.90,-0.58,-0.58,0.23,0.18,25.4,4.24,-0.99,0.06,-0.00,-0.04,0.13,0.36, 3
36480.00,0.0000,0.0000,0.00,0.00,1013.95,-1.00,-0.61,0.19,0.14,25.4,4.25,-1.00,0.06,-0.00,0.06,0.14,0.34, 3
36489.00,0.0000,0.0000,0.00,0.00,1013.95,-1.00,-0.64,0.16,0.11,25.4,4.25,-1.01,0.04,0.00,0.14,0.15,0.30, 3
36498.00,0.0000,0.0000,0.00,0.00,1013.95,-1.00,-0.67,0.13,0.09,25.4,4.25,-1.01,0.03,0.02,0.15,0.13,0.25, 3
36509.00,0.0000,0.0000,0.00,0.00,1013.95,-1.00,-0.70,0.11,0.06,25.4,4.25,-0.99,0.02,0.07,0.10,0.09,0.17, 3
36520.00,0.0000,0.0000,0.00,0.00,1013.89,-0.50,-0.68,0.13,0.08,25.4,4.25,-0.99,0.05,0.06,0.08,0.05,0.08, 3
36530.00,0.0000,0.0000,0.00,0.00,1013.89,-0.50,-0.66,0.14,0.09,25.4,4.25,-1.00,0.06,0.05,0.05,0.05,0.02, 3
36540.00,0.0000,0.0000,0.00,0.00,1013.89,-0.50,-0.65,0.16,0.10,25.4,4.25,-1.01,0.08,-0.01,0.02,0.06,-0.04, 3
36551.00,0.0000,0.0000,0.00,0.00,1013.89,-0.50,-0.64,0.17,0.12,25.4,4.25,-1.02,0.12,-0.01,0.01,0.09,-0.06, 3
36561.00,0.0000,0.0000,0.00,0.00,1013.86,-0.25,-0.60,0.20,0.15,25.4,4.25,-1.01,0.12,-0.00,0.02,0.10,-0.06, 3
36571.00,0.0000,0.0000,0.00,0.00,1013.86,-0.25,-0.57,0.23,0.17,25.4,4.25,-1.02,0.12,0.01,0.05,0.11,-0.04, 3
36581.00,0.0000,0.0000,0.00,0.00,1013.86,-0.25,-0.54,0.26,0.20,25.4,4.25,-1.02,0.13,0.02,0.07,0.11,-0.02, 3
36593.00,0.0000,0.0000,0.00,0.00,1013.86,-0.25,-0.52,0.29,0.22,25.4,4.25,-1.03,0.13,0.03,0.07,0.08,0.01, 3
36605.00,0.0000,0.0000,0.00,0.00,1013.94,-0.92,-0.55,0.26,0.19,25.4,4.25,-1.04,0.13,0.05,0.06,0.03,0.03, 3
36614.00,0.0000,0.0000,0.00,0.00,1013.94,-0.92,-0.57,0.23,0.16,25.4,4.25,-1.02,0.12,0.06,0.07,-0.00,0.07, 3
36625.00,0.0000,0.0000,0.00,0.00,1013.94,-0.92,-0.60,0.20,0.13,25.4,4.25,-1.03,0.12,0.05,0.07,-0.03,0.09, 3
36636.00,0.0000,0.0000,0.00,0.00,1013.94,-0.92,-0.63,0.17,0.11,25.4,4.25,-1.02,0.12,0.03,0.04,-0.05,0.12, 3
36647.00,0.0000,0.0000,0.00,0.00,1013.91,-0.67,-0.63,0.17,0.10,25.4,4.25,-1.01,0.11,0.03,0.01,-0.05,0.11, 3
36657.00,0.0000,0.0000,0.00,0.00,1013.91,-0.67,-0.63,0.17,0.10,25.4,4.25,-1.00,0.09,0.02,-0.03,-0.05,0.09, 3
36667.00,0.0000,0.0000,0.00,0.00,1013.91,-0.67,-0.63,0.17,0.10,25.4,4.25,-1.00,0.09,0.03,-0.02,-0.03,0.10, 3
36677.00,0.0000,0.0000,0.00,0.00,1013.91,-0.67,-0.63,0.16,0.09,25.4,4.25,-1.00,0.09,0.03,0.02,-0.04,0.09, 3
36687.00,0.0000,0.0000,0.00,0.00,1013.92,-0.75,-0.64,0.15,0.08,25.4,4.25,-1.00,0.09,0.03,0.04,-0.05,0.09, 3
36834.00,0.0000,0.0000,0.00,0.00,1013.92,-0.75,-0.64,0.14,0.06,25.4,4.25,-0.98,0.11,0.06,0.05,0.01,-0.11, 3
36844.00,0.0000,0.0000,0.00,0.00,1013.92,-0.75,-0.65,0.13,0.05,25.4,4.25,-0.97,0.09,0.05,0.02,0.00,-0.10, 3
36855.00,0.0000,0.0000,0.00,0.00,1013.92,-0.75,-0.67,0.11,0.04,25.4,4.25,-0.96,0.10,0.04,0.01,-0.01,-0.12, 3
36866.00,0.0000,0.0000,0.00,0.00,1013.87,-0.33,-0.62,0.16,0.08,25.3,4.25,-0.97,0.12,0.03,-0.02,-0.04,-0.12, 3
36876.00,0.0000,0.0000,0.00,0.00,1013.87,-0.33,-0.58,0.20,0.11,25.3,4.25,-0.98,0.14,0.04,-0.03,-0.04,-0.09, 3
36886.00,0.0000,0.0000,0.00,0.00,1013.87,-0.33,-0.55,0.23,0.13,25.3,4.25,-0.99,0.14,0.04,-0.01,-0.04,-0.05, 3
36897.00,0.0000,0.0000,0.00,0.00,1013.87,-0.33,-0.53,0.25,0.15,25.3,4.25,-0.98,0.12,0.04,-0.02,-0.05,-0.03, 3
36908.00,0.0000,0.0000,0.00,0.00,1013.87,-0.33,-0.50,0.28,0.17,25.3,4.25,-0.97,0.11,0.04,-0.08,-0.04,-0.03, 3
36918.00,0.0000,0.0000,0.00,0.00,1013.87,-0.33,-0.48,0.29,0.19,25.3,4.25,-0.96,0.10,0.02,-0.12,-0.02,-0.01, 3
36932.00,0.0000,0.0000,0.00,0.00,1013.87,-0.33,-0.46,0.31,0.20,25.3,4.25,-0.96,0.09,0.01,-0.13,0.00,-0.02, 3
36942.00,0.0000,0.0000,0.00,0.00,1013.87,-0.33,-0.45,0.33,0.21,25.3,4.25,-0.97,0.08,0.00,-0.11,0.04,-0.02, 3
36953.00,0.0000,0.0000,0.00,0.00,1013.86,-0.25,-0.42,0.35,0.23,25.3,4.25,-0.98,0.07,0.01,-0.09,0.06,-0.03, 3
36962.00,0.0000,0.0000,0.00,0.00,1013.86,-0.25,-0.40,0.37,0.24,25.3,4.25,-0.98,0.06,0.02,-0.05,0.07,-0.03, 3
36972.00,0.0000,0.0000,0.00,0.00,1013.86,-0.25,-0.39,0.38,0.26,25.3,4.25,-0.98,0.05,0.04,-0.01,0.07,-0.04, 3
36982.00,0.0000,0.0000,0.00,0.00,1013.86,-0.25,-0.37,0.40,0.27,25.3,4.25,-0.98,0.05,0.04,0.00,0.07,-0.07, 3
36993.00,0.0000,0.0000,0.00,0.00,1013.86,-0.25,-0.36,0.41,0.28,25.4,4.25,-0.98,0.06,0.03,-0.02,0.05,-0.08, 3
37003.00,0.0000,0.0000,0.00,0.00,1013.86,-0.25,-0.34,0.43,0.28,25.4,4.25,-0.99,0.07,0.02,-0.03,0.06,-0.09, 3
37013.00,0.0000,0.0000,0.00,0.00,1013.86,-0.25,-0.33,0.44,0.29,25.4,4.25,-1.00,0.09,0.02,-0.02,0.05,-0.09, 3
37024.00,0.0000,0.0000,0.00,0.00,1013.86,-0.25,-0.32,0.45,0.30,25.4,4.25,-1.00,0.09,0.03,-0.01,0.03,-0.09, 3
37035.00,0.0000,0.0000,0.00,0.00,1013.87,-0.33,-0.32,0.45,0.30,25.4,4.26,-1.01,0.09,0.05,0.01,0.01,-0.06, 3
37045.00,0.0000,0.0000,0.00,0.00,1013.87,-0.33,-0.31,0.45,0.29,25.4,4.26,-1.00,0.08,0.07,0.01,-0.03,-0.06, 3
37055.00,0.0000,0.0000,0.00,0.00,1013.87,-0.33,-0.31,0.45,0.29,25.4,4.26,-1.00,0.08,0.06,0.01,-0.07,-0.05, 3
37064.00,0.0000,0.0000,0.00,0.00,1013.87,-0.33,-0.31,0.45,0.29,25.4,4.26,-0.99,0.08,0.06,-0.02,-0.08,-0.06, 3
37075.00,0.0000,0.0000,0.00,0.00,1013.87,-0.33,-0.31,0.45,0.29,25.4,4.26,-0.98,0.08,0.03,-0.06,-0.09,-0.06, 3
37085.00,0.0000,0.0000,0.00,0.00,1013.93,-0.83,-0.35,0.41,0.25,25.4,4.26,-0.97,0.08,0.02,-0.06,-0.08,-0.05, 3
37096.00,0.0000,0.0000,0.00,0.00,1013.93,-0.83,-0.38,0.37,0.21,25.4,4.26,-0.97,0.08,0.01,-0.06,-0.06,-0.04, 3
37106.00,0.0000,0.0000,0.00,0.00,1013.93,-0.83,-0.42,0.33,0.18,25.4,4.26,-0.97,0.08,0.01,-0.06,-0.05,-0.04, 3
37116.00,0.0000,0.0000,0.00,0.00,1013.93,-0.83,-0.45,0.30,0.15,25.4,4.26,-0.98,0.10,0.01,-0.05,-0.04,-0.02, 3
37127.00,0.0000,0.0000,0.00,0.00,1013.93,-0.83,-0.48,0.27,0.12,25.4,4.26,-0.98,0.10,0.02,-0.01,-0.02,0.01, 3
37137.00,0.0000,0.0000,0.00,0.00,1013.89,-0.50,-0.48,0.27,0.12,25.4,4.24,-0.98,0.09,0.02,-0.01,-0.02,0.03, 3
37147.00,0.0000,0.0000,0.00,0.00,1013.89,-0.50,-0.48,0.27,0.11,25.4,4.24,-0.97,0.09,0.03,-0.01,-0.01,0.04, 3
37157.00,0.0000,0.0000,0.00,0.00,1013.89,-0.50,-0.48,0.27,0.11,25.4,4.24,-0.97,0.08,0.03,-0.02,0.01,0.03, 3
37168.00,0.0000,0.0000,0.00,0.00,1013.89,-0.50,-0.48,0.27,0.11,25.4,4.24,-0.98,0.08,0.02,0.00,0.00,0.04, 3
37179.00,0.0000,0.0000,0.00,0.00,1013.89,-0.50,-0.48,0.26,0.11,25.4,4.24,-0.98,0.09,0.01,0.00,0.03,0.05, 3
37189.00,0.0000,0.0000,0.00,0.00,1013.89,-0.50,-0.47,0.26,0.11,25.4,4.24,-0.98,0.09,0.00,-0.02,0.05,0.03, 3
37199.00,0.0000,0.0000,0.00,0.00,1013.89,-0.50,-0.47,0.26,0.10,25.4,4.24,-0.97,0.09,0.01,-0.06,0.06,0.02, 3
37210.00,0.0000,0.0000,0.00,0.00,1013.89,-0.50,-0.47,0.26,0.10,25.4,4.24,-0.98,0.07,0.03,-0.08,0.06,0.02, 3
37220.00,0.0000,0.0000,0.00,0.00,1013.89,-0.50,-0.47,0.26,0.10,25.4,4.24,-0.99,0.06,0.05,-0.04,0.04,0.02, 3
37230.00,0.0000,0.0000,0.00,0.00,1013.89,-0.50,-0.47,0.26,0.10,25.4,4.24,-0.99,0.05,0.05,0.01,0.03,0.01, 3
37241.00,0.0000,0.0000,0.00,0.00,1013.89,-0.50,-0.47,0.26,0.10,25.4,4.25,-0.98,0.05,0.05,0.02,0.02,-0.01, 3
37253.00,0.0000,0.0000,0.00,0.00,1013.89,-0.50,-0.47,0.26,0.09,25.4,4.25,-0.97,0.05,0.03,0.01,0.02,-0.02, 3
37264.00,0.0000,0.0000,0.00,0.00,1013.90,-0.58,-0.48,0.25,0.08,25.4,4.25,-0.97,0.05,0.01,0.02,0.04,-0.04, 3
37274.00,0.0000,0.0000,0.00,0.00,1013.90,-0.58,-0.49,0.24,0.08,25.4,4.25,-0.97,0.05,0.00,0.05,0.05,-0.04, 3
37284.00,0.0000,0.0000,0.00,0.00,1013.90,-0.58,-0.49,0.23,0.07,25.4,4.25,-0.97,0.07,0.01,0.07,0.07,-0.02, 3
37295.00,0.0000,0.0000,0.00,0.00,1013.90,-0.58,-0.50,0.22,0.06,25.4,4.25,-0.98,0.08,0.02,0.11,0.07,-0.01, 3
37306.00,0.0000,0.0000,0.00,0.00,1013.90,-0.58,-0.50,0.22,0.06,25.4,4.25,-0.99,0.09,0.02,0.10,0.09,-0.00, 3
37400.00,0.0000,0.0000,0.00,0.00,1013.90,-0.58,-0.50,0.21,0.04,25.4,4.25,-0.96,0.08,0.00,-0.01,0.01,0.14, 3
37410.00,0.0000,0.0000,0.00,0.00,1013.90,-0.58,-0.50,0.20,0.03,25.4,4.25,-0.95,0.06,-0.01,-0.04,0.03,0.11, 3
37422.00,0.0000,0.0000,0.00,0.00,1013.90,-0.58,-0.51,0.19,0.02,25.4,4.25,-0.96,0.07,0.00,-0.03,0.07,0.08, 3
37433.00,0.0000,0.0000,0.00,0.00,1013.88,-0.42,-0.50,0.20,0.03,25.4,4.26,-0.95,0.07,0.01,0.02,0.10,0.04, 3
37443.00,0.0000,0.0000,0.00,0.00,1013.88,-0.42,-0.49,0.21,0.04,25.4,4.26,-0.96,0.07,0.02,0.05,0.12,0.02, 3
37452.00,0.0000,0.0000,0.00,0.00,1013.88,-0.42,-0.48,0.22,0.05,25.4,4.26,-0.96,0.07,0.03,0.07,0.12,-0.00, 3
37461.00,0.0000,0.0000,0.00,0.00,1013.88,-0.42,-0.47,0.22,0.05,25.4,4.26,-0.96,0.07,0.05,0.05,0.11,-0.03, 3
37471.00,0.0000,0.0000,0.00,0.00,1013.88,-0.42,-0.46,0.23,0.06,25.4,4.26,-0.97,0.09,0.07,0.03,0.10,-0.04, 3
37481.00,0.0000,0.0000,0.00,0.00,1013.96,-1.08,-0.52,0.17,0.01,25.4,4.26,-0.97,0.09,0.08,0.01,0.06,-0.04, 3
37491.00,0.0000,0.0000,0.00,0.00,1013.96,-1.08,-0.57,0.12,-0.04,25.4,4.26,-0.97,0.11,0.06,-0.00,0.05,-0.04, 3
37501.00,0.0000,0.0000,0.00,0.00,1013.96,-1.08,-0.62,0.07,-0.08,25.4,4.26,-0.97,0.12,0.05,0.00,0.03,-0.02, 3
37513.00,0.0000,0.0000,0.00,0.00,1013.96,-1.08,-0.66,0.02,-0.12,25.4,4.26,-0.98,0.13,0.03,-0.02,0.02,0.01, 3
37524.00,0.0000,0.0000,0.00,0.00,1013.87,-0.33,-0.63,0.05,-0.09,25.4,4.26,-0.97,0.12,0.02,-0.03,0.02,0.04, 3
37534.00,0.0000,0.0000,0.00,0.00,1013.87,-0.33,-0.60,0.08,-0.07,25.4,4.25,-0.97,0.12,0.00,-0.04,0.05,0.04, 3
37544.00,0.0000,0.0000,0.00,0.00,1013.87,-0.33,-0.58,0.10,-0.05,25.4,4.25,-0.95,0.11,0.00,-0.02,0.07,0.06, 3
37556.00,0.0000,0.0000,0.00,0.00,1013.87,-0.33,-0.56,0.12,-0.03,25.4,4.25,-0.95,0.10,-0.03,0.02,0.14,0.09, 3
37568.00,0.0000,0.0000,0.00,0.00,1013.92,-0.75,-0.57,0.11,-0.04,25.4,4.25,-0.97,0.14,-0.06,0.13,0.23,0.13, 3
37579.00,0.0000,0.0000,0.00,0.00,1013.92,-0.75,-0.59,0.09,-0.06,25.4,4.25,-0.98,0.15,-0.06,0.17,0.30,0.20, 3
37590.00,0.0000,0.0000,0.00,0.00,1013.92,-0.75,-0.60,0.07,-0.07,25.4,4.25,-0.99,0.14,-0.05,0.13,0.36,0.21, 3
37600.00,0.0000,0.0000,0.00,0.00,1013.92,-0.75,-0.61,0.06,-0.08,25.4,4.25,-0.99,0.13,-0.02,0.05,0.39,0.21, 3
37611.00,0.0000,0.0000,0.00,0.00,1013.87,-0.33,-0.59,0.08,-0.06,25.4,4.25,-0.99,0.12,0.01,-0.04,0.41,0.19, 3
37621.00,0.0000,0.0000,0.00,0.00,1013.87,-0.33,-0.56,0.11,-0.04,25.4,4.25,-1.00,0.11,0.01,-0.10,0.39,0.19, 3
37631.00,0.0000,0.0000,0.00,0.00,1013.87,-0.33,-0.54,0.12,-0.02,25.4,4.25,-0.99,0.11,0.02,-0.15,0.36,0.18, 3
37642.00,0.0000,0.0000,0.00,0.00,1013.87,-0.33,-0.52,0.14,-0.01,25.4,4.26,-1.00,0.10,0.01,-0.17,0.33,0.17, 3
37653.00,0.0000,0.0000,0.00,0.00,1013.88,-0.42,-0.51,0.15,-0.00,25.4,4.26,-0.99,0.09,-0.01,-0.17,0.33,0.15, 3
37663.00,0.0000,0.0000,0.00,0.00,1013.88,-0.42,-0.50,0.16,0.01,25.4,4.26,-0.98,0.08,-0.02,-0.16,0.33,0.12, 3
37672.00,0.0000,0.0000,0.00,0.00,1013.88,-0.42,-0.49,0.17,0.01,25.4,4.26,-0.97,0.07,-0.04,-0.14,0.35,0.08, 3
37682.00,0.0000,0.0000,0.00,0.00,1013.88,-0.42,-0.49,0.17,0.02,25.4,4.26,-0.97,0.08,-0.06,-0.10,0.38,0.05, 3
37693.00,0.0000,0.0000,0.00,0.00,1013.88,-0.42,-0.48,0.18,0.02,25.4,4.26,-0.93,0.10,-0.09,-0.05,0.48,0.04, 3
37702.00,0.0000,0.0000,0.00,0.00,1013.91,-0.67,-0.49,0.16,0.01,25.4,4.26,-0.91,0.12,-0.12,-0.06,0.59,0.01, 3
37712.00,0.0000,0.0000,0.00,0.00,1013.91,-0.67,-0.51,0.15,-0.00,25.4,4.26,-0.89,0.11,-0.13,-0.09,0.72,-0.01, 3
37721.00,0.0000,0.0000,0.00,0.00,1013.91,-0.67,-0.52,0.14,-0.01,25.4,4.26,-0.87,0.09,-0.15,-0.19,0.87,-0.06, 3
37731.00,0.0000,0.0000,0.00,0.00,1013.91,-0.67,-0.53,0.12,-0.03,25.4,4.26,-0.84,0.09,-0.17,-0.31,1.04,-0.12, 3
37742.00,0.0000,0.0000,0.00,0.00,1013.91,-0.67,-0.54,0.11,-0.04,25.4,4.26,-0.81,0.09,-0.18,-0.46,1.22,-0.20, 3
37753.00,0.0000,0.0000,0.00,0.00,1013.93,-0.83,-0.56,0.09,-0.06,25.4,4.26,-0.78,0.09,-0.18,-0.62,1.42,-0.30, 3
37763.00,0.0000,0.0000,0.00,0.00,1013.93,-0.83,-0.58,0.06,-0.08,25.4,4.26,-0.80,0.08,-0.19,-0.69,1.55,-0.40, 3
37773.00,0.0000,0.0000,0.00,0.00,1013.93,-0.83,-0.60,0.04,-0.10,25.4,4.26,-0.82,0.05,-0.19,-0.76,1.67,-0.50, 3
37783.00,0.0000,0.0000,0.00,0.00,1013.93,-0.83,-0.62,0.02,-0.11,25.4,4.26,-0.82,0.05,-0.19,-0.78,1.81,-0.60, 3
37794.00,0.0000,0.0000,0.00,0.00,1013.93,-0.83,-0.64,0.00,-0.13,25.4,4.26,-0.79,0.08,-0.20,-0.79,1.99,-0.69, 3
37804.00,0.0000,0.0000,0.00,0.00,1013.95,-1.00,-0.67,-0.03,-0.15,25.4,4.26,-0.74,0.09,-0.26,-0.84,2.20,-0.80, 3
37814.00,0.0000,0.0000,0.00,0.00,1013.95,-1.00,-0.70,-0.06,-0.18,25.4,4.26,-0.73,0.08,-0.32,-0.93,2.46,-0.89, 3
37824.00,0.0000,0.0000,0.00,0.00,1013.95,-1.00,-0.72,-0.08,-0.20,25.4,4.26,-0.73,0.05,-0.42,-1.02,2.72,-1.01, 3
37835.00,0.0000,0.0000,0.00,0.00,1013.95,-1.00,-0.75,-0.11,-0.22,25.4,4.26,-0.77,0.03,-0.46,-1.14,3.00,-1.18, 3
37846.00,0.0000,0.0000,0.00,0.00,1013.91,-0.67,-0.74,-0.10,-0.22,25.4,4.25,-0.82,0.01,-0.46,-1.20,3.22,-1.33, 3
37856.00,0.0000,0.0000,0.00,0.00,1013.91,-0.67,-0.73,-0.10,-0.21,25.4,4.25,-0.91,-0.01,-0.39,-1.13,3.34,-1.44, 3
37866.00,0.0000,0.0000,0.00,0.00,1013.91,-0.67,-0.73,-0.10,-0.20,25.4,4.25,-0.96,-0.02,-0.30,-0.92,3.38,-1.48, 3
37877.00,0.0000,0.0000,0.00,0.00,1013.91,-0.67,-0.73,-0.09,-0.20,25.4,4.25,-0.98,-0.01,-0.17,-0.69,3.33,-1.51, 3
37889.00,0.0000,0.0000,0.00,0.00,1013.88,-0.42,-0.70,-0.07,-0.18,25.4,4.25,-0.94,0.01,-0.13,-0.56,3.21,-1.51, 3
37900.00,0.0000,0.0000,0.00,0.00,1013.88,-0.42,-0.68,-0.05,-0.15,25.4,4.25,-0.91,0.03,-0.14,-0.47,3.06,-1.51, 3
37911.00,0.0000,0.0000,0.00,0.00,1013.88,-0.42,-0.66,-0.03,-0.14,25.4,4.25,-0.90,0.01,-0.22,-0.39,2.91,-1.54, 3
37921.00,0.0000,0.0000,0.00,0.00,1013.88,-0.42,-0.64,-0.01,-0.12,25.4,4.25,-0.90,0.00,-0.35,-0.44,2.83,-1.58, 3
37932.00,0.0000,0.0000,0.00,0.00,1013.88,-0.42,-0.62,0.01,-0.10,25.4,4.25,-0.92,0.00,-0.43,-0.53,2.78,-1.61, 3
37941.00,0.0000,0.0000,0.00,0.00,1013.88,-0.42,-0.60,0.03,-0.09,25.4,4.25,-0.95,0.01,-0.46,-0.59,2.73,-1.59, 3
37951.00,0.0000,0.0000,0.00,0.00,1013.88,-0.42,-0.58,0.04,-0.07,25.4,4.26,-0.97,0.02,-0.43,-0.58,2.65,-1.56, 3
38110.00,0.0000,0.0000,0.00,0.00,1013.88,-0.42,-0.55,0.06,-0.05,25.4,4.26,-0.62,-0.37,-0.91,-0.48,2.66,-0.77, 3
38121.00,0.0000,0.0000,0.00,0.00,1014.16,-2.75,-0.90,-0.29,-0.34,25.4,4.26,-0.69,-0.40,-0.87,-0.33,2.65,-0.94, 3
38130.00,0.0000,0.0000,0.00,0.00,1014.16,-2.75,-1.17,-0.56,-0.57,25.4,4.26,-0.71,-0.38,-0.81,-0.16,2.59,-1.03, 3
38140.00,0.0000,0.0000,0.00,0.00,1014.16,-2.75,-1.38,-0.77,-0.75,25.4,4.26,-0.71,-0.32,-0.70,0.07,2.47,-1.08, 3
38152.00,0.0000,0.0000,0.00,0.00,1014.16,-2.75,-1.56,-0.95,-0.89,25.4,4.26,-0.67,-0.26,-0.65,0.32,2.25,-1.05, 3
38163.00,0.0000,0.0000,0.00,0.00,1013.87,-0.33,-1.42,-0.81,-0.77,25.3,4.26,-0.53,-0.17,-0.63,0.48,1.99,-0.97, 3
