1773987,16.324249,14.831700,-27.945694,11.054909,-48343.058594
1773987,16.324249,14.831700,-27.945694,11.054909,-48343.058594
1774007,26.943726,13.845000,-24.905704,7.330770,-48319.824219
1774017,32.423904,14.137500,-23.402058,6.668547,-48318.253906
1774017,32.423904,14.137500,-23.402058,6.668547,-48318.253906
1774017,32.423904,14.137500,-23.402058,6.668547,-48318.253906
1774017,32.423904,14.137500,-23.402058,6.668547,-48318.253906
1774057,36.305466,13.809900,-16.664833,3.684363,-48312.996094
1774057,36.305466,13.809900,-16.664833,3.684363,-48312.996094
1774057,36.305466,13.809900,-16.664833,3.684363,-48312.996094
1774057,36.305466,13.809900,-16.664833,3.684363,-48312.996094
1774097,39.848816,13.700700,-9.962305,1.037565,-48311.750000
1774097,39.848816,13.700700,-9.962305,1.037565,-48311.750000
1774097,39.848816,13.700700,-9.962305,1.037565,-48311.750000
1774097,39.848816,13.700700,-9.962305,1.037565,-48311.750000
1774137,44.409454,13.224900,-5.018725,0.222554,-48316.835938
1774137,44.409454,13.224900,-5.018725,0.222554,-48316.835938
1774137,44.409454,13.224900,-5.018725,0.222554,-48316.835938
1774137,44.409454,13.224900,-5.018725,0.222554,-48316.835938
1774177,48.127197,13.045500,-2.818780,1.176280,-48328.597656
1774177,48.127197,13.045500,-2.818780,1.176280,-48328.597656
1774177,48.127197,13.045500,-2.818780,1.176280,-48328.597656
1774177,48.127197,13.045500,-2.818780,1.176280,-48328.597656
1774217,54.209824,12.905101,-3.085174,2.415392,-48345.992188
1774217,54.209824,12.905101,-3.085174,2.415392,-48345.992188
1774217,54.209824,12.905101,-3.085174,2.415392,-48345.992188
1774217,54.209824,12.905101,-3.085174,2.415392,-48345.992188
1774217,54.209824,12.905101,-3.085174,2.415392,-48345.992188
1774267,60.213165,12.620400,-3.649935,3.013755,-48366.992188
1774267,60.213165,12.620400,-3.649935,3.013755,-48366.992188
1774267,60.213165,12.620400,-3.649935,3.013755,-48366.992188
1774267,60.213165,12.620400,-3.649935,3.013755,-48366.992188
1774307,65.880951,12.456600,-2.737445,3.182473,-48384.839844
1774307,65.880951,12.456600,-2.737445,3.182473,-48384.839844
1774307,65.880951,12.456600,-2.737445,3.182473,-48384.839844
1774307,65.880951,12.456600,-2.737445,3.182473,-48384.839844
1774347,70.874924,11.973000,0.054706,3.607683,-48402.687500
1774347,70.874924,11.973000,0.054706,3.607683,-48402.687500
1774347,70.874924,11.973000,0.054706,3.607683,-48402.687500
1774347,70.874924,11.973000,0.054706,3.607683,-48402.687500
1774387,75.787003,12.078300,3.339343,4.983277,-48420.535156
1774397,75.871552,11.922299,4.152607,5.503056,-48425.785156
