Time [s],Time Change [s],Baro_P [m],Kalman_P [m],Kalman_V [m/s],Kalman_A [m/s^2],Kalman_Gain_P,Kalman_Uncertainty_P
58940,0.0210,0.25,39.21,-36.15,-1.36,0.06251,0.03125
58960,0.0200,0.25,36.10,-38.05,-1.53,0.06238,0.03119
58980,0.0200,0.25,33.16,-39.79,-1.68,0.06227,0.03113
59002,0.0220,0.25,30.28,-41.39,-1.81,0.06234,0.03117
59028,0.0260,1.16,27.45,-42.83,-1.94,0.06278,0.03139
59048,0.0200,1.16,25.00,-44.12,-2.05,0.06264,0.03132
59068,0.0200,1.16,22.68,-45.29,-2.14,0.06251,0.03125
59090,0.0220,1.16,20.40,-46.35,-2.23,0.06256,0.03128
59111,0.0210,109.55,25.06,-41.96,-1.84,0.06253,0.03126
59131,0.0200,109.55,29.54,-37.82,-1.48,0.06240,0.03120
59151,0.0200,109.55,33.82,-33.91,-1.13,0.06228,0.03114
59173,0.0220,109.55,37.84,-30.20,-0.80,0.06236,0.03118
59194,0.0210,14.87,35.81,-31.31,-0.90,0.06234,0.03117
59214,0.0200,14.87,33.92,-32.31,-0.99,0.06222,0.03111
59241,0.0270,14.87,31.91,-33.24,-1.06,0.06276,0.03138
59263,0.0220,14.87,30.15,-34.07,-1.14,0.06281,0.03140
59284,0.0210,0.50,27.62,-35.53,-1.26,0.06276,0.03138
59304,0.0200,0.50,25.26,-36.86,-1.38,0.06261,0.03131
59324,0.0200,0.50,23.02,-38.06,-1.48,0.06248,0.03124
59346,0.0220,0.50,20.82,-39.16,-1.57,0.06254,0.03127
59367,0.0210,0.41,18.78,-40.16,-1.66,0.06251,0.03125
59387,0.0200,0.41,16.88,-41.05,-1.73,0.06238,0.03119
59407,0.0200,0.41,15.08,-41.85,-1.80,0.06227,0.03113
59434,0.0270,0.41,13.10,-42.57,-1.86,0.06280,0.03140
59455,0.0210,0.25,11.46,-43.20,-1.91,0.06275,0.03138
59475,0.0200,0.25,9.94,-43.75,-1.96,0.06261,0.03131
59495,0.0200,0.25,8.52,-44.22,-1.99,0.06248,0.03124
59517,0.0220,0.25,7.09,-44.62,-2.03,0.06254,0.03127
59538,0.0210,0.41,5.79,-44.94,-2.05,0.06250,0.03125
59558,0.0200,0.41,4.61,-45.20,-2.07,0.06238,0.03119
59578,0.0200,0.41,3.50,-45.41,-2.08,0.06226,0.03113
59600,0.0220,0.41,2.37,-45.55,-2.09,0.06234,0.03117
59621,0.0210,0.58,1.36,-45.64,-2.10,0.06232,0.03116
59648,0.0270,0.58,0.16,-45.67,-2.09,0.06285,0.03143
59668,0.0200,0.58,-0.67,-45.65,-2.09,0.06270,0.03135
59690,0.0220,0.58,-1.53,-45.58,-2.08,0.06275,0.03138
59711,0.0210,0.50,-2.30,-45.48,-2.07,0.06270,0.03135
59731,0.0200,0.50,-2.98,-45.34,-2.05,0.06257,0.03128
59751,0.0200,0.50,-3.62,-45.17,-2.03,0.06244,0.03122
59773,0.0220,0.50,-4.29,-44.96,-2.01,0.06250,0.03125
59794,0.0210,22.98,-3.47,-43.62,-1.89,0.06247,0.03123
59814,0.0200,22.98,-2.64,-42.32,-1.77,0.06234,0.03117
59839,0.0250,22.98,-2.03,-41.05,-1.65,0.06269,0.03135
59861,0.0220,22.98,-1.31,-39.80,-1.54,0.06274,0.03137
59882,0.0210,247.37,13.50,-27.51,-0.46,0.06269,0.03135
59902,0.0200,247.37,27.61,-16.00,0.56,0.06255,0.03128
59922,0.0200,247.37,41.03,-5.21,1.50,0.06242,0.03121
59944,0.0220,247.37,53.82,4.96,2.39,0.06249,0.03124
59965,0.0210,0.74,50.60,2.40,2.16,0.06246,0.03123
59985,0.0200,0.74,47.54,0.01,1.95,0.06234,0.03117
60005,0.0200,0.74,44.63,-2.23,1.75,0.06222,0.03111
