Time,Altitude,Velocity,Temperature (F),Voltage
154.80, 97, -18, 80.92, 7.70
154.85, 92, -18, 80.94, 7.70
154.90, 91, -18, 80.94, 7.70
154.95, 88, -18, 80.94, 7.70
155.00, 88, -18, 80.94, 7.70
155.05, 86, -18, 80.94, 7.70
155.10, 87, -18, 80.94, 7.70
155.15, 87, -19, 80.91, 7.70
155.20, 88, -20, 80.92, 7.70
155.25, 88, -23, 80.92, 7.70
155.30, 88, -25, 80.91, 7.70
155.35, 87, -27, 80.91, 7.70
155.40, 84, -29, 80.92, 7.70
155.45, 78, -30, 80.94, 7.70
155.50, 75, -31, 80.94, 7.70
155.55, 73, -31, 80.94, 7.70
155.60, 74, -30, 80.94, 7.70
155.65, 75, -29, 80.94, 7.70
155.70, 76, -27, 80.94, 7.70
155.75, 75, -25, 80.94, 7.70
155.80, 73, -24, 80.94, 7.70
155.85, 72, -22, 80.94, 7.70
155.90, 73, -21, 80.94, 7.70
155.95, 67, -20, 80.92, 7.70
156.00, 66, -20, 80.94, 7.70
156.05, 66, -20, 80.94, 7.70
156.10, 69, -21, 80.92, 7.70
156.15, 70, -22, 80.91, 7.70
156.20, 64, -24, 80.92, 7.70
156.25, 61, -25, 80.92, 7.70
156.30, 59, -25, 80.92, 7.70
156.35, 57, -24, 80.94, 7.70
156.40, 57, -23, 80.92, 7.70
156.45, 55, -21, 80.94, 7.70
156.50, 53, -18, 80.94, 7.70
156.55, 53, -15, 80.94, 7.70
156.60, 52, -13, 80.94, 7.70
156.65, 53, -12, 80.94, 7.70
156.70, 51, -12, 80.94, 7.70
156.75, 52, -12, 80.92, 7.70
156.80, 49, -12, 80.94, 7.70
156.85, 48, -12, 80.94, 7.70
156.90, 50, -13, 80.92, 7.70
156.95, 53, -14, 80.89, 7.80
157.00, 48, -16, 80.91, 7.70
157.05, 45, -17, 80.91, 7.70
157.10, 44, -17, 80.91, 7.70
157.15, 41, -17, 80.91, 7.70
157.20, 39, -16, 80.94, 7.70
157.25, 38, -15, 80.92, 7.70
157.30, 36, -14, 80.92, 7.70
157.35, 35, -14, 80.94, 7.70
157.40, 37, -14, 80.92, 7.70
157.45, 41, -15, 80.91, 7.70
157.50, 47, -15, 80.91, 7.70
157.55, 50, -16, 80.89, 7.70
157.60, 54, -15, 80.87, 7.70
157.65, 54, -15, 80.87, 7.70
157.70, 52, -14, 80.87, 7.70
157.75, 51, -13, 80.89, 7.70
157.80, 49, -13, 80.87, 7.70
157.85, 45, -14, 80.91, 7.70
157.90, 41, -15, 80.91, 7.70
157.95, 39, -17, 80.91, 7.70
158.00, 30, -18, 80.91, 7.70
158.05, 30, -20, 80.91, 7.70
158.10, 31, -21, 80.89, 7.70
158.15, 36, -22, 80.87, 7.80
158.20, 32, -24, 80.91, 7.70
158.25, 32, -25, 80.89, 7.70
158.30, 32, -27, 80.89, 7.70
158.35, 30, -28, 80.91, 7.70
158.40, 26, -30, 80.91, 7.70
158.45, 23, -32, 80.91, 7.70
158.50, 20, -35, 80.91, 7.70
158.55, 20, -37, 80.91, 7.70
158.60, 24, -39, 80.87, 7.70
158.65, 26, -39, 80.87, 7.70
158.70, 26, -39, 80.89, 7.70
158.75, 27, -38, 80.87, 7.70
158.80, 25, -37, 80.87, 7.70
158.85, 20, -36, 80.87, 7.70
158.90, 18, -34, 80.87, 7.70
158.95, 16, -32, 80.87, 7.70
159.00, 5, -31, 80.87, 7.70
159.05, 1, -30, 80.89, 7.70
159.10, -2, -30, 80.91, 7.70
159.15, -3, -30, 80.91, 7.70
159.20, -11, -30, 80.92, 7.70
159.25, -23, -30, 80.91, 7.70
159.30, -19, -29, 80.91, 7.70
159.35, -16, -28, 80.91, 7.80
159.40, -19, -27, 80.91, 7.70
159.45, -23, -26, 80.92, 7.70
159.50, -24, -25, 80.92, 7.70
159.55, -24, -25, 80.92, 7.70
159.60, -26, -25, 80.94, 7.70
159.65, -25, -26, 80.94, 7.70
159.70, -24, -26, 80.94, 7.70
159.75, -23, -26, 80.92, 7.70
159.80, -25, -25, 80.94, 7.70
159.85, -25, -24, 80.94, 7.70
159.90, -27, -22, 80.94, 7.70
159.95, -26, -19, 80.94, 7.70
160.00, -26, -17, 80.94, 7.70
160.05, -26, -15, 80.94, 7.70
160.10, -26, -12, 80.94, 7.70
160.15, -26, -10, 80.94, 7.70
160.20, -26, -8, 80.94, 7.70
160.25, -27, -6, 80.94, 7.70
160.30, -27, -4, 80.94, 7.70
160.35, -26, -3, 80.94, 7.70
160.40, -26, -3, 80.94, 7.70
160.45, -25, -2, 80.94, 7.70
160.50, -27, -1, 80.94, 7.70
160.55, -24, -1, 80.94, 7.80
160.60, -26, -1, 80.94, 7.70
160.65, -27, -1, 80.94, 7.70
160.70, -26, -1, 80.94, 7.70
160.75, -26, -0, 80.94, 7.70
160.80, -25, -0, 80.94, 7.70
160.85, -25, -0, 80.94, 7.70
160.90, -25, -0, 80.94, 7.70
160.95, -26, 0, 80.94, 7.70
161.00, -25, 0, 80.94, 7.70
161.05, -26, 0, 80.94, 7.70
161.10, -26, 0, 80.94, 7.70
161.15, -26, 0, 80.96, 7.70
161.20, -26, 0, 80.96, 7.70
161.25, -26, 0, 80.94, 7.70
161.30, -25, 0, 80.94, 7.70
161.35, -26, -0, 80.96, 7.70
161.40, -26, -0, 80.96, 7.70
161.45, -25, -0, 80.94, 7.70
161.50, -26, -0, 80.94, 7.70
161.55, -26, -0, 80.94, 7.70
161.60, -26, -0, 80.96, 7.70
161.65, -25, -0, 80.94, 7.70
161.70, -26, -0, 80.96, 7.70
161.75, -24, -0, 80.94, 7.70
161.80, -26, -0, 80.94, 7.70
161.85, -26, -0, 80.96, 7.70
161.90, -27, -0, 80.96, 7.70
161.95, -25, -0, 80.96, 7.70
162.00, -26, -0, 80.96, 7.70
162.05, -26, 0, 80.96, 7.70
162.10, -26, 0, 80.96, 7.70
162.15, -27, 0, 80.96, 7.70
162.20, -25, 0, 80.96, 7.70
162.25, -27, -0, 80.96, 7.70
162.30, -26, -0, 80.96, 7.70
162.35, -27, -0, 80.96, 7.70
162.40, -26, -0, 80.96, 7.70
162.45, -26, -0, 80.96, 7.70
162.50, -27, -0, 80.96, 7.70
162.55, -26, -0, 80.98, 7.70
162.60, -27, -0, 80.98, 7.70
162.65, -26, -0, 80.96, 7.70
162.70, -25, -0, 80.96, 7.70
162.75, -26, -0, 80.96, 7.70
162.80, -26, -0, 80.96, 7.70
162.85, -26, -0, 80.96, 7.70
162.90, -26, -0, 80.96, 7.70
162.95, -26, -0, 80.96, 7.70
163.00, -25, 0, 80.96, 7.70
163.05, -26, 0, 80.98, 7.70
163.10, -25, 0, 80.96, 7.70
163.15, -26, 0, 80.98, 7.70
163.20, -26, 0, 80.98, 7.70
163.25, -27, 0, 80.98, 7.70
163.30, -26, 0, 80.96, 7.70
163.35, -27, 0, 80.98, 7.70
163.40, -26, 0, 80.98, 7.70
163.45, -28, 0, 81.00, 7.70
163.50, -26, 0, 80.98, 7.70
163.55, -25, 0, 80.96, 7.70
163.60, -26, 0, 80.98, 7.70
163.65, -26, 0, 80.98, 7.70
163.70, -27, -0, 81.00, 7.70
163.75, -27, -0, 81.00, 7.70
163.80, -26, -0, 80.98, 7.70
163.85, -26, -0, 81.00, 7.70
163.90, -26, -0, 81.00, 7.70
163.95, -26, -0, 81.00, 7.70
164.00, -26, -0, 80.98, 7.70
164.05, -26, -0, 80.98, 7.70
164.10, -26, -0, 81.00, 7.70
164.15, -25, -0, 80.96, 7.70
164.20, -26, -0, 81.00, 7.70
164.25, -27, -0, 80.98, 7.70
164.30, -26, 0, 81.00, 7.70
164.35, -26, 0, 81.00, 7.70
164.40, -26, 0, 81.00, 7.70
164.45, -26, 0, 81.00, 7.70
164.50, -26, 0, 81.00, 7.70
164.55, -26, -0, 81.00, 7.70
164.60, -25, -0, 81.00, 7.70
164.65, -27, -0, 81.00, 7.70
164.70, -26, 0, 81.00, 7.70
164.75, -26, 0, 81.00, 7.70
164.80, -26, -0, 81.00, 7.70
164.85, -26, -0, 81.00, 7.70
164.90, -25, -0, 81.00, 7.70
164.95, -27, -0, 81.00, 7.70
165.00, -26, -0, 81.00, 7.70
165.05, -25, -0, 81.00, 7.70
165.10, -26, -0, 81.00, 7.70
165.15, -28, -0, 81.00, 7.70
165.20, -26, -0, 81.00, 7.70
165.25, -27, -0, 81.01, 7.70
165.30, -26, -0, 81.00, 7.70
165.35, -25, -0, 81.00, 7.70
165.40, -26, -0, 81.01, 7.70
165.45, -26, -1, 81.01, 7.70
165.50, -26, -0, 81.00, 7.70
165.55, -28, -0, 81.03, 7.70
165.60, -26, -0, 81.01, 7.70
165.65, -26, -0, 81.01, 7.70
165.70, -26, -0, 81.00, 7.70
165.75, -26, -0, 81.01, 7.70
165.80, -27, -0, 81.03, 7.70
165.85, -27, -0, 81.01, 7.70
165.90, -27, -0, 81.01, 7.70
165.95, -26, -0, 81.01, 7.70
166.00, -26, -0, 81.01, 7.70
166.05, -26, -0, 81.01, 7.70
166.10, -27, -0, 81.03, 7.70
166.15, -27, -0, 81.01, 7.70
166.20, -27, -0, 81.03, 7.70
166.25, -28, -0, 81.03, 7.70
166.30, -26, -0, 81.01, 7.70
166.35, -26, -0, 81.03, 7.70
166.40, -28, -0, 81.03, 7.70
166.45, -27, -0, 81.03, 7.70
166.50, -27, 0, 81.03, 7.70
166.55, -26, 0, 81.03, 7.70
166.60, -27, 0, 81.03, 7.70
166.65, -26, 0, 81.03, 7.70
166.70, -27, 0, 81.03, 7.70
166.75, -27, 0, 81.03, 7.70
166.80, -26, 0, 81.03, 7.70
166.85, -27, 0, 81.03, 7.70
166.90, -26, 0, 81.03, 7.70
166.95, -27, -0, 81.03, 7.70
167.00, -26, -0, 81.03, 7.70
167.05, -27, -0, 81.03, 7.70
167.10, -27, -0, 81.03, 7.70
167.15, -28, -0, 81.03, 7.70
167.20, -26, -0, 81.03, 7.70
167.25, -27, 0, 81.03, 7.70
167.30, -26, 1, 81.03, 7.70
167.35, -26, 1, 81.03, 7.70
167.40, -27, 2, 81.03, 7.70
167.45, -26, 2, 81.03, 7.70
167.50, -27, 2, 81.03, 7.70
167.55, -25, 1, 81.03, 7.70
167.60, -27, 0, 81.03, 7.70
167.65, -26, 0, 81.03, 7.70
167.70, -26, -0, 81.05, 7.70
167.75, -26, -1, 81.03, 7.70
167.80, -27, -1, 81.05, 7.70
167.85, -26, -3, 81.03, 7.70
167.90, -26, 0, 81.03, 7.70
167.95, -27, 0, 81.03, 7.70
168.00, -27, 0, 81.03, 7.70
168.05, -28, 0, 81.03, 7.70
168.10, -28, 0, 81.05, 7.70
168.15, -27, 0, 81.05, 7.70
168.20, -28, 0, 81.05, 7.70
168.25, -28, 0, 81.03, 7.70
168.30, -27, 0, 81.05, 7.70
168.35, -28, 0, 81.05, 7.70
