Time,Altitude,Velocity,Temperature (F),Voltage
86.30, 1569, -13, 81.52, 7.80
86.35, 1572, -17, 81.52, 7.70
86.40, 1573, -22, 81.52, 7.70
86.45, 1572, -26, 81.52, 7.70
86.50, 1567, -29, 81.52, 7.70
86.55, 1566, -29, 81.52, 7.70
86.60, 1568, -28, 81.52, 7.70
86.65, 1570, -27, 81.50, 7.70
86.70, 1564, -26, 81.52, 7.70
86.75, 1553, -25, 81.52, 7.70
86.80, 1543, -23, 81.54, 7.70
86.85, 1549, -21, 81.52, 7.70
86.90, 1561, -18, 81.50, 7.70
86.95, 1562, -15, 81.50, 7.70
87.00, 1564, -14, 81.48, 7.70
87.05, 1561, -13, 81.50, 7.70
87.10, 1559, -13, 81.48, 7.70
87.15, 1561, -14, 81.48, 7.70
87.20, 1568, -16, 81.48, 7.70
87.25, 1568, -19, 81.46, 7.70
87.30, 1559, -22, 81.48, 7.70
87.35, 1547, -26, 81.50, 7.70
87.40, 1537, -28, 81.52, 7.70
87.45, 1533, -30, 81.52, 7.70
87.50, 1535, -30, 81.48, 8.00
87.55, 1529, -30, 81.52, 7.70
87.60, 1527, -29, 81.52, 7.70
87.65, 1525, -28, 81.52, 7.70
87.70, 1526, -25, 81.52, 7.70
87.75, 1526, -23, 81.52, 7.70
87.80, 1528, -21, 81.52, 7.70
87.85, 1532, -20, 81.48, 7.70
87.90, 1536, -20, 81.48, 7.70
87.95, 1538, -21, 81.48, 7.70
88.00, 1538, -21, 81.50, 7.70
88.05, 1535, -21, 81.48, 7.70
88.10, 1534, -22, 81.48, 7.70
88.15, 1531, -23, 81.48, 7.70
88.20, 1530, -24, 81.48, 7.70
88.25, 1525, -23, 81.48, 7.70
88.30, 1517, -21, 81.52, 7.70
88.35, 1512, -19, 81.50, 7.70
88.40, 1510, -16, 81.48, 7.70
88.45, 1508, -14, 81.50, 7.70
88.50, 1509, -13, 81.50, 7.70
88.55, 1509, -12, 81.48, 7.70
88.60, 1510, -12, 81.48, 7.70
88.65, 1510, -13, 81.48, 7.70
88.70, 1513, -15, 81.45, 7.70
88.75, 1510, -17, 81.48, 7.70
88.80, 1512, -21, 81.48, 7.70
88.85, 1518, -24, 81.45, 7.70
88.90, 1521, -27, 81.45, 7.70
88.95, 1522, -30, 81.43, 7.70
89.00, 1522, -31, 81.43, 7.70
89.05, 1519, -32, 81.45, 7.70
89.10, 1518, -32, 81.43, 7.70
89.15, 1517, -32, 81.43, 7.70
89.20, 1515, -30, 81.43, 7.70
89.25, 1515, -29, 81.43, 7.70
89.30, 1512, -27, 81.43, 7.70
89.35, 1511, -26, 81.43, 7.70
89.40, 1509, -24, 81.43, 7.70
89.45, 1508, -23, 81.43, 7.70
89.50, 1506, -22, 81.43, 7.70
89.55, 1506, -20, 81.43, 7.70
89.60, 1504, -19, 81.43, 7.70
89.65, 1499, -17, 81.43, 7.70
89.70, 1495, -17, 81.43, 7.70
89.75, 1490, -16, 81.43, 7.70
89.80, 1483, -17, 81.45, 7.70
89.85, 1477, -18, 81.43, 7.70
89.90, 1481, -20, 81.39, 7.70
89.95, 1474, -22, 81.43, 7.70
90.00, 1470, -23, 81.43, 7.70
90.05, 1468, -23, 81.43, 7.70
90.10, 1470, -24, 81.41, 7.70
90.15, 1468, -25, 81.43, 7.70
90.20, 1468, -26, 81.43, 7.70
90.25, 1467, -27, 81.43, 7.70
90.30, 1463, -28, 81.41, 7.70
90.35, 1462, -29, 81.43, 7.70
90.40, 1463, -30, 81.43, 7.70
90.45, 1465, -30, 81.41, 7.70
90.50, 1470, -30, 81.41, 7.70
90.55, 1474, -30, 81.39, 7.70
90.60, 1477, -30, 81.39, 7.70
90.65, 1481, -29, 81.39, 7.70
90.70, 1481, -27, 81.37, 7.70
90.75, 1483, -26, 81.36, 7.70
90.80, 1482, -24, 81.36, 7.70
90.85, 1481, -23, 81.36, 7.70
90.90, 1479, -22, 81.36, 7.70
90.95, 1475, -22, 81.37, 7.70
91.00, 1472, -22, 81.36, 7.70
91.05, 1471, -23, 81.36, 7.70
91.10, 1474, -23, 81.34, 7.70
91.15, 1465, -24, 81.36, 7.70
91.20, 1460, -24, 81.36, 7.70
91.25, 1457, -24, 81.36, 7.70
91.30, 1454, -24, 81.36, 7.70
91.35, 1450, -24, 81.36, 7.70
91.40, 1449, -25, 81.37, 7.70
91.45, 1447, -27, 81.37, 7.70
91.50, 1445, -28, 81.36, 7.70
91.55, 1444, -30, 81.36, 7.70
91.60, 1442, -32, 81.37, 7.70
91.65, 1440, -33, 81.36, 7.70
91.70, 1441, -33, 81.36, 7.70
91.75, 1438, -33, 81.37, 7.70
91.80, 1437, -33, 81.36, 7.70
91.85, 1435, -33, 81.36, 7.70
91.90, 1433, -33, 81.36, 7.70
91.95, 1428, -33, 81.36, 7.70
92.00, 1426, -33, 81.36, 7.70
92.05, 1424, -34, 81.36, 7.70
92.10, 1421, -35, 81.36, 7.70
92.15, 1418, -35, 81.36, 7.70
92.20, 1418, -35, 81.36, 7.70
92.25, 1416, -35, 81.37, 7.70
92.30, 1419, -34, 81.34, 7.70
92.35, 1414, -33, 81.36, 7.70
92.40, 1415, -32, 81.36, 7.70
92.45, 1415, -32, 81.36, 7.70
92.50, 1414, -31, 81.36, 7.70
92.55, 1414, -31, 81.36, 7.70
92.60, 1414, -30, 81.36, 7.70
92.65, 1415, -30, 81.34, 7.70
92.70, 1417, -29, 81.34, 7.70
92.75, 1418, -29, 81.34, 7.70
92.80, 1418, -27, 81.34, 7.70
92.85, 1415, -26, 81.34, 7.70
92.90, 1413, -24, 81.34, 7.70
92.95, 1409, -22, 81.36, 7.70
93.00, 1407, -21, 81.34, 7.70
93.05, 1402, -20, 81.36, 7.70
93.10, 1397, -20, 81.36, 7.70
93.15, 1392, -20, 81.36, 7.70
93.20, 1388, -20, 81.36, 7.70
93.25, 1387, -20, 81.36, 7.70
93.30, 1386, -20, 81.36, 7.70
93.35, 1387, -21, 81.36, 7.70
93.40, 1384, -22, 81.36, 7.70
93.45, 1384, -23, 81.36, 7.70
93.50, 1386, -25, 81.32, 7.70
93.55, 1382, -27, 81.36, 7.70
93.60, 1383, -28, 81.34, 7.70
93.65, 1381, -30, 81.34, 7.70
93.70, 1381, -31, 81.34, 7.70
93.75, 1383, -32, 81.34, 7.70
93.80, 1385, -33, 81.34, 7.70
93.85, 1386, -32, 81.32, 7.70
93.90, 1387, -32, 81.34, 7.70
93.95, 1387, -31, 81.34, 7.70
94.00, 1386, -29, 81.34, 7.70
94.05, 1383, -28, 81.34, 7.70
94.10, 1381, -26, 81.34, 7.70
94.15, 1379, -24, 81.34, 7.70
94.20, 1379, -23, 81.34, 7.70
94.25, 1378, -22, 81.34, 7.70
94.30, 1378, -21, 81.34, 7.70
94.35, 1374, -21, 81.34, 7.70
94.40, 1368, -21, 81.34, 7.70
94.45, 1366, -21, 81.34, 7.70
94.50, 1361, -22, 81.34, 7.70
94.55, 1358, -22, 81.34, 7.70
94.60, 1357, -23, 81.34, 7.70
94.65, 1354, -23, 81.34, 7.70
94.70, 1355, -24, 81.34, 7.70
94.75, 1351, -25, 81.34, 7.70
94.80, 1352, -27, 81.34, 7.70
94.85, 1349, -28, 81.34, 7.70
94.90, 1349, -28, 81.34, 7.70
94.95, 1348, -28, 81.32, 7.70
95.00, 1346, -28, 81.34, 7.70
95.05, 1348, -28, 81.30, 7.70
95.10, 1345, -28, 81.32, 7.70
95.15, 1344, -27, 81.32, 7.70
95.20, 1346, -27, 81.32, 7.70
95.25, 1347, -27, 81.30, 7.70
95.30, 1347, -26, 81.30, 7.70
95.35, 1344, -24, 81.30, 7.70
95.40, 1343, -22, 81.30, 7.70
95.45, 1342, -20, 81.30, 7.70
95.50, 1340, -19, 81.30, 7.70
95.55, 1338, -18, 81.30, 7.70
95.60, 1337, -17, 81.32, 7.70
95.65, 1335, -17, 81.30, 7.70
95.70, 1333, -18, 81.32, 7.70
95.75, 1332, -18, 81.30, 7.70
95.80, 1331, -19, 81.30, 7.70
95.85, 1332, -20, 81.30, 7.70
95.90, 1331, -20, 81.30, 7.70
95.95, 1330, -21, 81.30, 7.70
96.00, 1330, -21, 81.30, 7.70
96.05, 1327, -22, 81.30, 7.70
96.10, 1326, -22, 81.32, 7.70
96.15, 1325, -22, 81.30, 7.70
96.20, 1325, -21, 81.30, 7.70
96.25, 1326, -21, 81.30, 7.70
96.30, 1325, -20, 81.30, 7.70
96.35, 1326, -20, 81.30, 7.70
96.40, 1327, -20, 81.30, 7.70
96.45, 1327, -21, 81.30, 7.70
96.50, 1326, -21, 81.28, 7.70
96.55, 1324, -22, 81.30, 7.70
96.60, 1323, -23, 81.28, 7.70
96.65, 1319, -23, 81.30, 7.70
96.70, 1316, -23, 81.30, 7.70
96.75, 1313, -23, 81.30, 7.70
96.80, 1311, -22, 81.32, 7.70
96.85, 1309, -22, 81.32, 7.70
96.90, 1306, -22, 81.32, 7.70
96.95, 1306, -21, 81.32, 7.70
97.00, 1303, -21, 81.32, 7.70
97.05, 1302, -21, 81.32, 7.70
97.10, 1303, -22, 81.30, 7.70
97.15, 1303, -23, 81.32, 7.70
97.20, 1306, -24, 81.30, 7.70
97.25, 1307, -25, 81.27, 7.70
97.30, 1308, -26, 81.28, 7.70
97.35, 1307, -26, 81.27, 7.70
97.40, 1301, -27, 81.30, 7.70
97.45, 1298, -27, 81.30, 7.70
97.50, 1295, -27, 81.30, 7.70
97.55, 1290, -26, 81.32, 7.70
97.60, 1288, -26, 81.30, 7.70
97.65, 1289, -25, 81.30, 7.70
97.70, 1289, -25, 81.30, 7.70
97.75, 1288, -24, 81.30, 7.70
97.80, 1288, -23, 81.30, 7.70
97.85, 1289, -22, 81.30, 7.70
97.90, 1289, -20, 81.30, 7.70
97.95, 1290, -19, 81.30, 7.70
98.00, 1286, -19, 81.30, 7.70
98.05, 1284, -19, 81.30, 7.70
98.10, 1281, -20, 81.30, 7.70
98.15, 1280, -21, 81.30, 7.70
98.20, 1277, -23, 81.28, 7.70
98.25, 1276, -23, 81.30, 7.70
98.30, 1273, -24, 81.30, 7.70
98.35, 1273, -24, 81.30, 7.70
98.40, 1273, -23, 81.30, 7.70
98.45, 1274, -23, 81.30, 7.70
98.50, 1273, -22, 81.30, 7.70
98.55, 1271, -22, 81.30, 7.70
98.60, 1270, -21, 81.30, 7.70
98.65, 1268, -21, 81.30, 7.70
98.70, 1266, -20, 81.30, 7.70
98.75, 1264, -19, 81.30, 7.70
98.80, 1264, -18, 81.30, 7.70
98.85, 1269, -17, 81.30, 7.70
98.90, 1271, -16, 81.30, 7.70
98.95, 1269, -16, 81.28, 7.70
99.00, 1268, -15, 81.28, 7.70
99.05, 1263, -15, 81.30, 7.70
99.10, 1262, -15, 81.30, 7.70
99.15, 1262, -15, 81.30, 7.70
99.20, 1260, -16, 81.30, 7.70
99.25, 1259, -17, 81.30, 7.70
99.30, 1257, -19, 81.30, 7.70
99.35, 1257, -20, 81.30, 7.70
99.40, 1254, -22, 81.30, 7.70
99.45, 1251, -22, 81.30, 7.70
99.50, 1250, -23, 81.32, 7.70
99.55, 1247, -23, 81.34, 7.70
99.60, 1246, -22, 81.34, 7.70
99.65, 1249, -22, 81.32, 7.70
99.70, 1253, -22, 81.30, 7.70
99.75, 1255, -23, 81.30, 7.70
99.80, 1258, -23, 81.30, 7.70
99.85, 1258, -24, 81.30, 7.70
99.90, 1256, -25, 81.30, 7.70
99.95, 1257, -25, 81.30, 7.70
100.00, 1256, -25, 81.30, 7.70
100.05, 1257, -25, 81.28, 7.70
100.10, 1252, -25, 81.30, 7.70
100.15, 1245, -25, 81.30, 7.70
100.20, 1242, -25, 81.28, 7.70
100.25, 1238, -25, 81.30, 7.70
100.30, 1233, -24, 81.30, 7.70
100.35, 1227, -24, 81.32, 7.70
100.40, 1228, -23, 81.30, 7.70
100.45, 1229, -22, 81.30, 7.70
100.50, 1227, -21, 81.30, 7.70
100.55, 1226, -21, 81.30, 7.70
100.60, 1225, -22, 81.30, 7.70
100.65, 1225, -24, 81.30, 7.90
100.70, 1222, -26, 81.30, 7.70
100.75, 1220, -27, 81.30, 7.70
100.80, 1220, -29, 81.30, 7.70
100.85, 1219, -30, 81.28, 7.70
100.90, 1220, -30, 81.30, 7.70
100.95, 1219, -31, 81.30, 7.70
101.00, 1215, -31, 81.30, 7.70
101.05, 1214, -31, 81.30, 7.70
101.10, 1212, -30, 81.30, 7.70
101.15, 1210, -29, 81.30, 7.70
101.20, 1212, -27, 81.30, 7.70
101.25, 1210, -26, 81.30, 7.70
101.30, 1210, -24, 81.30, 7.70
101.35, 1209, -23, 81.30, 7.70
101.40, 1208, -23, 81.30, 7.70
101.45, 1209, -23, 81.30, 7.70
101.50, 1209, -22, 81.30, 7.70
101.55, 1207, -22, 81.30, 7.70
101.60, 1203, -21, 81.30, 7.70
101.65, 1201, -20, 81.30, 7.70
101.70, 1202, -19, 81.30, 7.70
101.75, 1199, -18, 81.32, 7.70
101.80, 1199, -17, 81.30, 7.70
101.85, 1198, -17, 81.30, 7.90
101.90, 1197, -17, 81.30, 7.70
101.95, 1194, -17, 81.30, 7.70
102.00, 1192, -17, 81.30, 7.70
102.05, 1190, -17, 81.30, 7.70
102.10, 1190, -17, 81.30, 7.70
102.15, 1188, -18, 81.30, 7.70
102.20, 1188, -19, 81.28, 7.70
102.25, 1186, -20, 81.28, 7.70
102.30, 1186, -21, 81.30, 7.70
102.35, 1184, -21, 81.30, 7.70
102.40, 1184, -22, 81.30, 7.70
102.45, 1182, -23, 81.30, 7.70
102.50, 1183, -23, 81.30, 7.70
102.55, 1182, -23, 81.30, 7.70
102.60, 1184, -22, 81.27, 7.70
102.65, 1187, -22, 81.27, 7.70
102.70, 1187, -21, 81.27, 7.70
102.75, 1186, -21, 81.28, 7.70
102.80, 1186, -21, 81.27, 7.70
102.85, 1187, -21, 81.27, 7.70
102.90, 1185, -20, 81.27, 7.70
102.95, 1184, -20, 81.27, 7.70
103.00, 1182, -19, 81.27, 7.70
103.05, 1179, -18, 81.28, 7.70
103.10, 1177, -18, 81.28, 7.70
103.15, 1174, -17, 81.28, 7.70
103.20, 1171, -17, 81.30, 7.70
103.25, 1169, -17, 81.30, 7.70
103.30, 1167, -17, 81.30, 7.70
103.35, 1166, -17, 81.30, 7.70
103.40, 1164, -17, 81.30, 7.70
103.45, 1162, -17, 81.30, 7.70
103.50, 1162, -18, 81.30, 7.70
103.55, 1160, -18, 81.30, 7.70
103.60, 1161, -19, 81.30, 7.70
103.65, 1159, -21, 81.30, 7.70
103.70, 1158, -22, 81.30, 7.70
103.75, 1158, -23, 81.30, 7.70
103.80, 1156, -23, 81.30, 7.70
103.85, 1156, -24, 81.30, 7.70
103.90, 1156, -24, 81.30, 7.70
103.95, 1155, -24, 81.30, 7.70
104.00, 1156, -23, 81.30, 7.70
104.05, 1156, -23, 81.30, 7.70
104.10, 1155, -22, 81.30, 7.70
104.15, 1155, -21, 81.28, 7.70
104.20, 1154, -19, 81.30, 7.70
104.25, 1154, -18, 81.28, 7.90
104.30, 1151, -17, 81.28, 7.70
104.35, 1150, -16, 81.28, 7.70
104.40, 1150, -16, 81.28, 7.70
104.45, 1148, -16, 81.30, 7.70
104.50, 1149, -16, 81.28, 7.70
104.55, 1148, -16, 81.28, 7.70
104.60, 1144, -17, 81.28, 7.70
104.65, 1143, -17, 81.30, 7.70
104.70, 1142, -17, 81.28, 7.70
104.75, 1142, -17, 81.27, 7.70
104.80, 1138, -17, 81.30, 7.70
104.85, 1139, -17, 81.28, 7.70
104.90, 1138, -17, 81.27, 7.70
104.95, 1135, -18, 81.27, 7.70
105.00, 1133, -18, 81.30, 7.70
105.05, 1133, -18, 81.27, 7.70
105.10, 1135, -18, 81.27, 7.70
105.15, 1133, -17, 81.27, 7.70
105.20, 1134, -15, 81.27, 7.70
105.25, 1136, -12, 81.27, 7.70
105.30, 1134, -10, 81.27, 7.70
105.35, 1133, -7, 81.27, 7.70
105.40, 1132, -6, 81.27, 7.70
105.45, 1131, -5, 81.25, 7.90
105.50, 1128, -5, 81.27, 7.70
105.55, 1128, -7, 81.27, 7.70
105.60, 1125, -8, 81.27, 7.70
105.65, 1126, -11, 81.27, 7.70
105.70, 1125, -13, 81.27, 7.70
105.75, 1124, -14, 81.27, 7.70
105.80, 1122, -15, 81.27, 7.70
105.85, 1122, -15, 81.27, 7.70
105.90, 1123, -14, 81.27, 7.70
105.95, 1120, -13, 81.27, 7.70
106.00, 1118, -13, 81.28, 7.70
106.05, 1117, -13, 81.28, 7.70
106.10, 1118, -14, 81.27, 7.70
106.15, 1124, -15, 81.27, 7.70
106.20, 1129, -17, 81.25, 7.70
106.25, 1134, -17, 81.23, 7.70
106.30, 1139, -18, 81.23, 7.70
106.35, 1141, -18, 81.23, 7.70
106.40, 1141, -17, 81.23, 7.70
106.45, 1140, -17, 81.23, 7.70
106.50, 1137, -17, 81.23, 7.70
106.55, 1134, -16, 81.23, 7.70
106.60, 1119, -16, 81.27, 7.70
106.65, 1110, -16, 81.25, 7.90
106.70, 1113, -17, 81.27, 7.70
106.75, 1113, -17, 81.27, 7.70
106.80, 1106, -17, 81.27, 7.70
106.85, 1107, -16, 81.27, 7.70
106.90, 1113, -15, 81.27, 7.70
106.95, 1114, -14, 81.23, 7.70
107.00, 1108, -13, 81.27, 7.70
107.05, 1107, -13, 81.27, 7.70
107.10, 1103, -14, 81.27, 7.70
107.15, 1100, -17, 81.27, 7.70
107.20, 1100, -21, 81.27, 7.70
107.25, 1099, -25, 81.27, 7.70
107.30, 1099, -27, 81.27, 7.70
107.35, 1098, -28, 81.27, 7.70
107.40, 1097, -27, 81.27, 7.70
107.45, 1095, -26, 81.27, 7.70
107.50, 1096, -23, 81.28, 7.70
107.55, 1096, -20, 81.27, 7.70
107.60, 1095, -17, 81.27, 7.70
107.65, 1092, -15, 81.27, 7.70
107.70, 1088, -13, 81.28, 7.70
107.75, 1091, -12, 81.27, 7.70
107.80, 1088, -12, 81.27, 7.70
107.85, 1091, -12, 81.27, 7.80
107.90, 1092, -13, 81.27, 7.70
107.95, 1096, -14, 81.25, 7.70
108.00, 1098, -14, 81.25, 7.70
108.05, 1098, -15, 81.23, 7.70
108.10, 1092, -15, 81.27, 7.70
108.15, 1086, -15, 81.30, 7.70
108.20, 1081, -16, 81.27, 7.70
108.25, 1079, -17, 81.28, 7.70
108.30, 1084, -17, 81.27, 7.70
108.35, 1087, -17, 81.27, 7.70
108.40, 1088, -18, 81.27, 7.70
108.45, 1090, -18, 81.27, 7.70
108.50, 1090, -18, 81.27, 7.70
108.55, 1089, -19, 81.27, 7.70
108.60, 1088, -19, 81.25, 7.70
108.65, 1087, -19, 81.27, 7.70
108.70, 1089, -19, 81.25, 7.70
108.75, 1088, -20, 81.27, 7.70
108.80, 1087, -20, 81.27, 7.70
108.85, 1086, -21, 81.27, 7.70
108.90, 1084, -23, 81.27, 7.70
108.95, 1081, -24, 81.27, 7.70
109.00, 1077, -25, 81.27, 7.70
109.05, 1076, -25, 81.27, 7.80
109.10, 1072, -23, 81.28, 7.70
109.15, 1068, -22, 81.27, 7.70
109.20, 1065, -20, 81.28, 7.70
109.25, 1065, -19, 81.30, 7.70
109.30, 1064, -19, 81.27, 7.70
109.35, 1063, -20, 81.28, 7.70
109.40, 1061, -20, 81.28, 7.70
109.45, 1061, -20, 81.27, 7.70
109.50, 1059, -20, 81.27, 7.70
109.55, 1057, -20, 81.27, 7.70
109.60, 1053, -19, 81.28, 7.70
109.65, 1053, -18, 81.27, 7.70
109.70, 1053, -18, 81.27, 7.70
109.75, 1051, -20, 81.27, 7.70
109.80, 1050, -21, 81.27, 7.70
109.85, 1049, -23, 81.27, 7.70
109.90, 1048, -24, 81.27, 7.70
109.95, 1046, -24, 81.27, 7.70
110.00, 1045, -24, 81.27, 7.70
110.05, 1045, -23, 81.27, 7.70
110.10, 1045, -22, 81.25, 7.70
110.15, 1045, -21, 81.25, 7.70
110.20, 1045, -21, 81.23, 7.70
110.25, 1047, -21, 81.23, 7.80
110.30, 1046, -21, 81.23, 7.70
110.35, 1049, -21, 81.23, 7.70
110.40, 1050, -22, 81.23, 7.70
110.45, 1048, -22, 81.23, 7.70
110.50, 1049, -22, 81.23, 7.70
110.55, 1051, -22, 81.23, 7.70
110.60, 1055, -21, 81.23, 7.70
110.65, 1057, -21, 81.21, 7.70
110.70, 1053, -21, 81.23, 7.70
110.75, 1046, -20, 81.23, 7.70
110.80, 1037, -20, 81.25, 7.70
110.85, 1033, -20, 81.27, 7.70
110.90, 1031, -20, 81.27, 7.70
110.95, 1031, -20, 81.25, 7.70
111.00, 1030, -20, 81.25, 7.70
111.05, 1030, -19, 81.25, 7.70
111.10, 1026, -19, 81.27, 7.70
111.15, 1026, -19, 81.25, 7.70
111.20, 1027, -19, 81.23, 7.70
111.25, 1026, -19, 81.23, 7.70
111.30, 1019, -20, 81.25, 7.70
111.35, 1018, -21, 81.25, 7.70
111.40, 1017, -21, 81.25, 7.70
111.45, 1018, -23, 81.23, 7.80
111.50, 1015, -24, 81.23, 7.70
111.55, 1011, -26, 81.27, 7.70
111.60, 1012, -27, 81.27, 7.70
111.65, 1012, -26, 81.25, 7.70
111.70, 1011, -24, 81.27, 7.70
111.75, 1012, -20, 81.25, 7.70
111.80, 1012, -16, 81.23, 7.70
111.85, 1010, -12, 81.23, 7.70
111.90, 1008, -10, 81.23, 7.70
111.95, 1005, -11, 81.27, 7.70
112.00, 1006, -13, 81.23, 7.70
112.05, 1010, -15, 81.23, 7.70
112.10, 1010, -18, 81.21, 7.70
112.15, 1009, -19, 81.23, 7.70
112.20, 1007, -20, 81.23, 7.70
112.25, 1007, -19, 81.23, 7.70
112.30, 1010, -17, 81.23, 7.70
112.35, 1010, -15, 81.23, 7.70
112.40, 1006, -13, 81.23, 7.70
112.45, 1002, -11, 81.23, 7.70
112.50, 1000, -11, 81.23, 7.70
112.55, 999, -11, 81.23, 7.70
112.60, 999, -12, 81.23, 7.70
112.65, 1002, -14, 81.23, 7.80
112.70, 1005, -15, 81.23, 7.70
112.75, 1010, -15, 81.21, 7.70
112.80, 1015, -14, 81.21, 7.70
112.85, 1018, -12, 81.21, 7.70
112.90, 1015, -11, 81.21, 7.70
112.95, 1007, -10, 81.21, 7.70
113.00, 999, -11, 81.21, 7.70
113.05, 990, -12, 81.23, 7.70
113.10, 985, -14, 81.23, 7.70
113.15, 985, -15, 81.23, 7.70
113.20, 984, -16, 81.23, 7.70
113.25, 986, -16, 81.23, 7.70
113.30, 991, -15, 81.21, 7.70
113.35, 994, -14, 81.21, 7.70
113.40, 998, -13, 81.21, 7.70
113.45, 996, -11, 81.21, 7.70
113.50, 994, -11, 81.21, 7.70
113.55, 990, -11, 81.21, 7.70
113.60, 984, -13, 81.23, 7.70
113.65, 979, -15, 81.23, 7.70
113.70, 980, -17, 81.23, 7.70
113.75, 981, -20, 81.21, 7.70
113.80, 987, -22, 81.23, 7.70
113.85, 992, -24, 81.21, 7.70
113.90, 990, -24, 81.21, 7.70
113.95, 988, -22, 81.21, 7.70
114.00, 986, -20, 81.21, 7.70
114.05, 983, -17, 81.23, 7.70
114.10, 978, -14, 81.21, 7.70
114.15, 975, -13, 81.21, 7.70
114.20, 973, -12, 81.21, 7.70
114.25, 976, -11, 81.21, 7.70
114.30, 980, -11, 81.19, 7.70
114.35, 985, -11, 81.18, 7.70
114.40, 984, -11, 81.19, 7.70
114.45, 980, -11, 81.19, 7.70
114.50, 978, -11, 81.19, 7.70
114.55, 977, -10, 81.19, 7.70
114.60, 974, -9, 81.18, 7.70
114.65, 973, -9, 81.21, 7.70
114.70, 972, -10, 81.19, 7.70
114.75, 970, -12, 81.19, 7.70
114.80, 966, -15, 81.21, 7.70
114.85, 963, -17, 81.21, 7.70
114.90, 960, -17, 81.21, 7.70
114.95, 959, -17, 81.21, 7.70
115.00, 958, -16, 81.21, 7.70
115.05, 965, -15, 81.18, 7.70
115.10, 958, -14, 81.21, 7.70
115.15, 962, -14, 81.19, 7.70
115.20, 966, -14, 81.18, 7.70
115.25, 971, -15, 81.18, 7.70
115.30, 974, -16, 81.19, 7.70
115.35, 975, -18, 81.18, 7.70
115.40, 972, -18, 81.19, 7.70
115.45, 971, -18, 81.18, 7.70
115.50, 968, -18, 81.19, 7.70
115.55, 968, -18, 81.19, 7.70
115.60, 967, -18, 81.19, 7.70
115.65, 964, -17, 81.18, 7.70
115.70, 960, -16, 81.19, 7.70
115.75, 956, -15, 81.21, 7.70
115.80, 952, -15, 81.21, 7.70
115.85, 953, -14, 81.18, 7.70
115.90, 954, -14, 81.18, 7.70
115.95, 955, -15, 81.18, 7.70
116.00, 954, -17, 81.18, 7.70
116.05, 953, -18, 81.18, 7.70
116.10, 949, -20, 81.18, 7.70
116.15, 949, -21, 81.18, 7.70
116.20, 948, -22, 81.18, 7.70
116.25, 949, -23, 81.14, 7.70
116.30, 947, -25, 81.16, 7.70
116.35, 946, -26, 81.16, 7.70
116.40, 944, -27, 81.14, 7.70
116.45, 943, -27, 81.14, 7.70
116.50, 941, -28, 81.18, 7.70
116.55, 940, -28, 81.16, 7.70
116.60, 939, -28, 81.18, 7.70
116.65, 939, -27, 81.16, 7.70
116.70, 939, -26, 81.16, 7.70
116.75, 939, -25, 81.16, 7.70
116.80, 937, -24, 81.16, 7.70
116.85, 935, -24, 81.18, 7.70
116.90, 931, -24, 81.18, 7.70
116.95, 928, -24, 81.18, 7.70
117.00, 922, -25, 81.18, 7.70
117.05, 919, -25, 81.21, 7.70
117.10, 924, -25, 81.19, 7.70
117.15, 926, -24, 81.18, 7.70
117.20, 926, -24, 81.19, 7.70
117.25, 925, -23, 81.18, 7.70
117.30, 921, -23, 81.21, 7.70
117.35, 920, -22, 81.19, 7.70
117.40, 915, -22, 81.19, 7.70
117.45, 917, -22, 81.19, 7.70
117.50, 913, -22, 81.21, 7.70
117.55, 911, -22, 81.21, 7.70
117.60, 910, -22, 81.21, 7.70
117.65, 908, -22, 81.21, 7.70
117.70, 908, -22, 81.21, 7.70
117.75, 909, -21, 81.19, 7.70
117.80, 909, -21, 81.19, 7.70
117.85, 907, -20, 81.21, 7.70
117.90, 909, -19, 81.21, 7.70
117.95, 905, -18, 81.21, 7.70
118.00, 903, -18, 81.21, 7.70
118.05, 901, -18, 81.21, 7.70
118.10, 900, -18, 81.21, 7.70
118.15, 902, -19, 81.19, 7.70
118.20, 902, -20, 81.21, 7.70
118.25, 904, -20, 81.18, 7.70
118.30, 903, -20, 81.19, 7.70
118.35, 902, -19, 81.19, 7.70
118.40, 902, -18, 81.21, 7.70
118.45, 899, -17, 81.21, 7.70
118.50, 897, -16, 81.21, 7.70
118.55, 896, -15, 81.21, 7.70
118.60, 896, -15, 81.21, 7.70
118.65, 897, -15, 81.19, 7.70
118.70, 896, -15, 81.21, 7.70
118.75, 896, -16, 81.19, 7.70
118.80, 895, -17, 81.21, 7.70
118.85, 892, -17, 81.21, 7.70
118.90, 892, -17, 81.19, 7.70
118.95, 891, -17, 81.19, 7.70
119.00, 889, -16, 81.21, 7.70
119.05, 888, -16, 81.21, 7.70
119.10, 887, -16, 81.19, 7.70
119.15, 883, -16, 81.19, 7.70
119.20, 883, -17, 81.19, 7.70
119.25, 883, -18, 81.18, 7.70
119.30, 883, -19, 81.18, 7.70
119.35, 883, -20, 81.18, 7.70
119.40, 882, -20, 81.18, 7.70
119.45, 883, -20, 81.19, 7.70
119.50, 883, -19, 81.18, 7.70
119.55, 882, -19, 81.18, 7.70
119.60, 881, -18, 81.18, 7.70
119.65, 880, -18, 81.18, 7.70
119.70, 878, -19, 81.18, 7.70
119.75, 874, -19, 81.18, 7.70
119.80, 872, -19, 81.18, 7.70
119.85, 872, -20, 81.18, 7.70
