P,T
-62.74900145,204.04
-63.09660052,204.055
-64.13099625,204.07
-63.56512571,204.086
-62.70589788,204.101
-64.08227379,204.116
-63.91270215,204.132
-63.78341119,204.147
-62.83520784,204.163
-62.61692623,204.178
-62.96174022,204.193
-62.57658566,204.209
-61.62822634,204.224
-64.08227379,204.24
-63.6569163,204.255
-63.65131959,204.27
-63.91550916,204.286
-63.95579864,204.301
-62.83243687,204.317
-63.40110404,204.332
-61.84651111,204.347
-64.00170476,204.363
-62.88108305,204.378
-63.73751245,204.394
-61.1081745,204.409
-63.57071666,204.424
-63.65131959,204.44
-62.96451551,204.455
-62.91863936,204.47
-62.83520784,204.486
-63.22312402,204.501
-64.51602987,204.517
-63.95579864,204.532
-63.56792119,204.547
-62.57658566,204.563
-62.18863529,204.578
-62.57382334,204.594
-62.66279406,204.609
-63.2286919,204.624
-63.31211165,204.64
-62.01346276,204.655
-62.49313567,204.671
-62.49313567,204.686
-62.06205896,204.702
-63.39273492,204.718
-63.17724073,204.733
-63.09104129,204.748
-63.95860709,204.763
-63.18280573,204.778
-61.67133624,204.794
-63.95579864,204.809
-62.0189499,204.824
-63.26343917,204.975
-63.35521312,205.125
-60.85490945,205.276
-60.80909011,205.426
-62.66279406,205.576
-62.57934797,205.727
-63.01039429,205.877
-61.58784533,206.028
-61.15943017,206.178
-61.11631435,206.328
-60.85490945,206.479
-62.10791422,206.629
-59.995214,206.78
-60.29706556,206.93
-62.10791422,207.08
-60.8117933,207.231
-60.12726059,207.381
-59.82272183,207.531
-59.90896842,207.682
-59.86851671,207.832
-60.941141,207.983
-59.04910091,208.133
-60.30243732,208.283
-59.34834744,208.434
-60.08413724,208.584
-61.6768003,208.735
-60.34287352,208.885
-61.12174091,209.035
-60.81719967,209.186
-59.56663732,209.336
-59.83073187,209.487
-60.25662911,209.637
-59.87118816,209.787
-58.87658066,209.938
-59.74180848,210.088
-59.95744002,210.239
-59.91431422,210.389
-59.96011436,210.539
-58.96548245,210.69
-60.26199798,210.84
-60.30243732,210.99
-60.30780908,211.141
-61.08404563,211.291
-59.7444756,211.442
-60.60429665,211.592
-59.39944041,211.742
-59.87385962,211.893
-59.52883051,212.043
-59.83340188,212.194
-59.66088257,212.344
-59.87118816,212.494
-58.96812362,212.645
-59.87385962,212.795
-60.09217324,212.946
-59.44788476,213.096
-60.43987775,213.246
-58.53415473,213.397
-59.92233291,213.547
-59.14594724,213.697
-58.49627116,213.847
-59.792941,213.997
-58.54203494,214.148
-59.27004804,214.298
-59.02182686,214.448
-58.62831117,214.599
-59.62041491,214.749
-59.96546304,214.9
-60.09485191,215.05
-58.28581826,215.2
-59.44788476,215.351
-58.63357041,215.501
-58.54203494,215.652
-58.32895946,215.802
-57.81385048,215.952
-58.6793421,216.103
-60.31318084,216.253
-59.27800182,216.404
-60.78488736,216.554
-58.02957513,216.704
-57.51441744,216.855
-58.93026998,217.005
-59.62840331,217.155
-58.24791007,217.306
-56.91030965,217.456
-58.3341985,217.607
-67.43193491,217.757
-59.57994411,217.907
-60.14334125,218.058
-58.71721889,218.208
-58.71721889,218.359
-58.02957513,218.509
-58.84927097,218.659
-57.68701053,218.81
-57.47126853,218.96
-59.71200984,219.111
-58.63620003,219.261
-57.9484991,219.411
-57.64386264,219.562
-57.21236976,219.712
-57.25552019,219.863
-58.42048592,220.013
-58.72511641,220.163
-66.78554857,220.314
-58.46362925,220.464
-66.13622478,220.614
-58.24791007,220.765
-65.88338392,220.915
-66.78554857,221.066
-66.14198582,221.216
-57.9027462,221.366
-65.75121201,221.517
-67.08720261,221.667
-65.92648487,221.818
-66.14198582,221.968
-66.53276508,222.118
-66.91773685,222.269
-66.61896201,222.419
-64.84888522,222.57
-65.7109776,222.72
-65.7138437,222.87
-65.40925678,223.021
-65.4983229,223.171
-65.66787538,223.321
-66.18508525,223.471
-64.37751268,223.621
-64.37751268,223.772
-64.94077934,223.922
-65.32590169,224.072
-65.45521797,224.223
-65.84315315,224.373
-64.59306639,224.524
-64.89766969,224.674
-65.4121128,224.824
-65.36900737,224.975
-64.33722115,225.125
-63.90607778,225.276
-63.60146688,225.426
-64.68211762,225.576
-64.37751268,225.727
-65.4983229,225.877
-64.16195263,226.028
-63.94638625,226.178
-63.51523451,226.328
-63.73081354,226.479
-63.86296205,226.629
-65.28849915,226.779
-65.58453198,226.93
-64.98104713,227.08
-63.99230848,227.231
-65.33160796,227.381
-64.98104713,227.531
-64.29128942,227.682
-65.02415484,227.832
-64.25381161,227.983
-65.37471653,228.133
-63.64737961,228.283
-64.85739706,228.434
-62.95747323,228.584
-64.8517225,228.735
-66.01556221,228.885
-64.6446666,229.035
-63.60426236,229.186
-64.81144962,229.336
-63.78233232,229.487
-63.21619572,229.637
-64.38597695,229.787
-63.47211794,229.938
-65.11036949,230.088
-65.02415484,230.238
-63.81984607,230.389
-63.34555354,230.539
-63.13273552,230.69
-65.11606135,230.84
-64.3803341,230.99
-64.21351212,231.141
-63.86576618,231.291
-64.16758106,231.442
-63.73361334,231.592
-63.52361228,231.742
-64.60155229,231.893
-64.20506514,232.043
-62.8767723,232.194
-63.44015995,232.344
-64.25662871,232.494
-63.77953108,232.645
-63.39146058,232.795
-63.18141911,232.945
-62.01423034,233.095
-62.61802035,233.245
-63.47770024,233.396
-63.26488313,233.546
-61.75544799,233.696
-63.91449448,233.847
-63.69609332,233.997
-63.99511693,234.148
-63.69609332,234.298
-63.65297344,234.448
-63.48328254,234.599
-63.69609332,234.749
-63.52640487,234.9
-62.49139894,235.05
-62.40514186,235.2
-62.01697246,235.351
-62.57765501,235.501
-62.87954326,235.652
-62.57489414,235.802
-63.73921294,235.952
-61.1570136,236.103
-61.54251532,236.253
-63.60985331,236.403
-63.57232099,236.554
-62.83364761,236.704
-63.39703711,236.855
-62.66114631,237.005
-64.8171213,237.155
-62.10048909,237.306
-61.46169385,237.456
-61.4131126,237.607
-60.76606477,237.757
-61.75818146,237.907
-62.57765501,238.058
-61.11116404,238.208
-62.58041588,238.359
-62.5345271,238.509
-63.31079067,238.659
-62.40789697,238.81
-62.27850512,238.96
-61.67191576,239.111
-61.37269835,239.261
-61.8471825,239.411
-62.1032341,239.562
-61.97932263,239.712
-62.31613155,239.862
-60.90088816,240.013
-62.96302092,240.163
-60.8550443,240.314
-60.8550443,240.464
-61.28914282,240.614
-60.94402858,240.765
-63.00892015,240.915
-60.8954789,241.066
-62.18949473,241.216
-60.51261298,241.366
-62.44827053,241.517
-61.28642521,241.667
-61.46169385,241.818
-61.37541884,241.968
-60.77146538,242.118
-61.03030866,242.269
-62.40789697,242.419
-62.02245671,242.569
-61.45897047,242.719
-60.46947002,242.869
-62.49139894,243.02
-61.63424083,243.17
-62.88231423,243.32
-60.59889813,243.471
-61.37541884,243.621
-61.37269835,243.772
-61.19743633,243.922
-59.95708059,244.072
-60.59889813,244.223
-61.54524158,244.373
-61.93344905,244.524
-62.06284698,244.674
-60.59889813,244.824
-60.98175372,244.975
-62.49415693,245.125
-60.80920307,245.276
-60.12431726,245.426
-60.90088816,245.576
-60.12431726,245.727
-60.76876508,245.877
-61.24328826,246.027
-61.33500001,246.178
-60.12431726,246.328
-60.77146538,246.479
-60.90088816,246.629
-61.03030866,246.779
-61.8930537,246.93
-60.03802654,247.08
-60.08384925,247.231
-61.45897047,247.381
-61.59383217,247.531
-60.81730831,247.682
-61.45624709,247.832
-59.26136437,247.983
-61.41855647,248.133
-60.55575568,248.283
-60.16746224,248.434
-59.34766423,248.584
-60.94944073,248.735
-61.16244016,248.885
-61.41855647,249.035
-60.59889813,249.186
-61.15972688,249.336
-60.64204032,249.486
-60.21060697,249.637
-60.68787968,249.788
-61.07344832,249.939
-60.17014235,250.089
-60.59620359,250.239
-61.07344832,250.39
-59.48242616,250.54
-60.73102281,250.691
-61.20829523,250.841
-60.38587068,250.991
-59.61188041,251.142
-59.82229529,251.292
-60.16746224,251.443
-61.11929957,251.593
-61.59110447,251.743
-61.37541884,251.894
-60.04070232,252.044
-60.16478213,252.194
-59.99488079,252.344
-59.64970572,252.494
-60.21328852,252.646
-59.99488079,252.795
-60.08384925,252.945
-60.55575568,253.096
-60.94402858,253.246
-60.77686599,253.397
-59.56606934,253.547
-59.69285349,253.697
-59.39346792,253.848
-59.05089552,253.998
-58.74617647,254.149
-59.39081377,254.299
-61.54796785,254.449
-60.64204032,254.6
-59.77914828,254.75
-60.64204032,254.901
-59.30451443,255.051
-60.21328852,255.201
-60.3454114,255.352
-59.82763243,255.502
-59.43661865,255.652
-60.17282246,255.803
-59.22615919,255.953
-58.87300249,256.104
-59.39612206,256.254
-58.48724391,256.404
-60.60159266,256.555
-60.38587068,256.705
-59.17771044,256.856
-59.99488079,257.006
-59.56340942,257.156
-58.9187931,257.307
-59.56872925,257.457
-59.61188041,257.608
-60.30226454,257.758
-58.27407644,257.908
-59.05089552,258.059
-59.74399807,258.209
-60.65012825,258.36
-58.96458634,258.51
-59.47976913,258.66
-60.388558,258.811
-59.61188041,258.961
-58.01511849,259.111
-58.74880897,259.262
-59.00774106,259.412
-58.96722606,259.563
-59.35827504,259.713
-59.69818198,259.863
-58.44671,260.014
-59.57138917,260.164
-59.61188041,260.315
-59.44192983,260.465
-59.47976913,260.615
-59.22351082,260.766
-58.92143138,260.916
-59.57138917,261.067
-58.44933241,261.217
-59.26666401,261.367
-58.18775814,261.518
-58.96458634,261.668
-58.83512068,261.818
-58.14721091,261.968
-59.26666401,262.118
-58.48986776,262.269
-58.23353261,262.419
-58.40355199,262.569
-59.43927424,262.72
-59.01038222,262.87
-59.7818154,263.021
-58.31985329,263.171
-57.67242345,263.321
-58.27407644,263.472
-59.01038222,263.622
-59.31246821,263.773
-59.56872925,263.923
-58.53302526,264.073
-59.18300431,264.224
-59.09669377,264.374
-58.57880925,264.525
-57.79671245,264.675
-58.83775607,264.825
-59.05089552,264.976
-58.44933241,265.126
-58.23091742,265.276
-57.7561514,265.427
-57.97456448,265.577
-58.83775607,265.728
-58.19037189,265.878
-58.14982322,266.028
-58.88091299,266.179
-57.97456448,266.329
-58.61933951,266.48
-56.98691541,266.63
-59.39877621,266.78
-58.23353261,266.931
-59.26666401,267.081
-59.44192983,267.232
-57.58868871,267.382
-57.97456448,267.532
-58.18775814,267.683
-59.87345208,267.833
-58.7945989,267.984
-59.61454177,268.134
-59.53089478,268.284
-57.7181851,268.435
-58.14982322,268.585
-58.7945989,268.735
-58.23353261,268.886
-57.80451475,269.036
-58.7082838,269.187
-58.62459586,269.337
-58.14982322,269.487
-58.36039373,269.638
-58.96722606,269.788
-57.2865216,269.939
-57.45919004,270.089
-57.46177926,270.239
-57.89084339,270.39
-59.18035737,270.54
-57.33227398,270.691
-57.79931322,270.841
-58.10404969,270.991
-58.96722606,271.142
-57.67501989,271.292
-58.14982322,271.442
-58.62459586,271.592
-57.54811485,271.742
-57.07068034,271.893
-57.89084339,272.043
-57.75875073,272.193
-58.15243553,272.344
-58.06349763,272.494
-59.39877621,272.645
-58.27669308,272.795
-56.98434206,272.945
-58.66775549,273.096
-58.10666055,273.246
-58.23353261,273.397
-56.94374444,273.547
-57.54811485,273.697
-57.76394937,273.848
-58.14982322,273.998
-56.42311849,274.149
-57.80451475,274.299
-56.81423003,274.449
-56.98434206,274.6
-57.49976585,274.75
-58.36301325,274.9
-58.19559939,275.051
-56.63897878,275.201
-57.63185443,275.353
-59.01038222,275.502
-56.77105805,275.652
-57.24335385,275.803
-56.76849191,275.953
-57.24593586,276.104
-56.68471333,276.254
-57.20276642,276.404
-56.68471333,276.555
-58.2361478,276.705
-56.89543229,276.856
-57.50494718,277.006
-58.10404969,277.156
-57.7181851,277.307
-56.64154059,277.457
-56.64154059,277.608
-58.75670649,277.758
-58.49511546,277.908
-56.55263542,278.059
-56.94374444,278.209
-56.2123466,278.359
-56.77105805,278.51
-57.8476792,278.66
-56.59836759,278.811
-57.97977755,278.961
-56.94631635,279.111
-58.54090114,279.262
-56.51202084,279.412
-56.08027187,279.563
-58.2361478,279.713
-57.54811485,279.863
-56.07772882,280.014
-56.3393243,280.164
-56.85740175,280.315
-57.85028141,280.465
-57.37544266,280.615
-57.24593586,280.766
-56.72788581,280.916
-57.33227398,281.066
-56.12853688,281.216
-56.12344791,281.366
-57.33744377,281.517
-56.94374444,281.667
-55.39446062,281.817
-55.91010244,281.968
-56.73045051,282.118
-56.04217878,282.269
-56.3393243,282.419
-55.82374468,282.569
-57.24593586,282.72
-57.63444942,282.87
-57.46436849,283.021
-56.77875645,283.171
-57.7181851,283.321
-57.20276642,283.472
-56.81423003,283.622
-56.25807214,283.773
-56.94374444,283.923
-56.08281491,284.073
-56.94888826,284.224
-56.59836759,284.374
-56.25552332,284.524
-57.33227398,284.675
-56.29869979,284.825
-55.73991741,284.976
-55.65608335,285.126
-57.63704441,285.276
-56.68983982,285.427
-57.03266091,285.577
-54.83555987,285.728
-56.47395915,285.878
-57.68021276,286.028
-56.17426149,286.179
-55.95581966,286.329
-56.17426149,286.48
-56.08535796,286.63
-55.35379589,286.78
-57.59387581,286.931
-55.56719104,287.081
-56.04217878,287.232
-55.78309837,287.382
-56.60604868,287.532
-56.69240307,287.683
-56.5171358,287.833
-55.65608335,287.983
-57.07840904,288.134
-56.5171358,288.284
-57.81491781,288.435
-56.99206211,288.585
-55.99899934,288.735
-56.21744135,288.886
-55.86945952,289.036
-57.42637443,289.187
-55.69926626,289.337
-56.34697941,289.487
-56.73045051,289.638
-56.81936518,289.788
-56.30125005,289.939
-56.99463546,290.089
-55.65608335,290.239
-55.91517699,290.39
-55.65608335,290.54
-55.31061095,290.69
-56.25807214,290.84
-57.85808803,290.99
-57.03781049,291.141
-55.87199535,291.291
-56.21744135,291.441
-57.85808803,291.592
-57.72857662,291.742
-56.99463546,291.893
-56.17935335,292.043
-54.70599515,292.193
-57.55589118,292.344
-55.95835837,292.494
-57.42637443,292.645
-56.43333685,292.795
-55.22675449,292.945
-56.04217878,293.096
-57.46695771,293.246
-57.03781049,293.397
-57.21050812,293.547
-56.78132259,293.697
-56.86510881,293.848
-56.5628711,293.998
-57.68540564,294.148
-56.65178781,294.299
-57.25368189,294.449
-57.34002867,294.6
-56.30890083,294.75
-57.08098528,294.9
-56.56543002,295.051
-56.649226,295.201
-55.48587202,295.352
-54.97013334,295.502
-55.79576308,295.652
-54.40615534,295.803
-56.90828462,295.953
-55.74244891,296.104
-57.86069024,296.254
-56.73557989,296.404
-56.90828462,296.555
-56.77875645,296.705
-56.52480822,296.856
-57.72857662,297.006
-56.26316977,297.156
-56.99463546,297.307
-57.6422344,297.457
-55.01332319,297.607
-55.70432637,297.758
-57.04038529,297.908
-55.78816425,298.059
-54.88625549,298.209
-55.05400439,298.359
-56.91085508,298.51
-55.01081623,298.66
-56.82450034,298.811
-56.34953111,298.961
-56.56543002,299.111
-56.04980358,299.262
-55.27497262,299.412
-56.61116941,299.563
-55.14540253,299.713
-56.13871483,299.863
-55.4909177,300.014
-56.649226,300.164
-55.70685642,300.314
-55.79323014,300.464
-55.96597452,300.614
-56.26826741,300.765
-55.70432637,300.915
-56.95660398,301.065
-55.62048169,301.216
-56.43844603,301.366
-55.23178285,301.517
-56.17935335,301.667
-55.40202048,301.817
-56.05234518,301.968
-56.95403207,302.118
-56.13617035,302.269
-55.27497262,302.419
-55.53410595,302.569
-55.10472184,302.72
-55.75004341,302.87
-55.53158167,303.021
-56.78388872,303.171
-55.39950052,303.321
-55.31816214,303.472
-54.88625549,303.622
-56.00915998,303.772
-56.57054786,303.923
-55.9634358,304.073
-55.83134784,304.224
-54.71098887,304.374
-54.97263886,304.524
-56.01170013,304.675
-55.838951,304.825
-54.15195591,304.976
-55.96851323,305.126
-55.96851323,305.276
-55.40454043,305.427
-56.04726198,305.577
-54.45432345,305.728
-54.50249708,305.878
-57.04296008,306.028
-56.48673932,306.179
-55.74751191,306.329
-55.79323014,306.48
-55.57729395,306.63
-55.40958033,306.78
-56.3978177,306.931
-55.01583016,307.081
-55.19361829,307.231
-55.18859282,307.382
-54.50249708,307.532
-55.9227888,307.683
-54.3704193,307.833
-55.49344054,307.983
-55.14791382,308.134
-55.36386992,308.284
-56.22508347,308.435
-54.36793399,308.585
-54.84806581,308.735
-55.40454043,308.886
-55.96597452,309.036
-55.62048169,309.187
-54.11371283,309.337
-55.45025059,309.487
-54.45929984,309.638
-54.36793399,309.788
-52.68799453,309.938
-55.62300886,310.088
-55.45025059,310.238
-54.62959329,310.389
-54.80237086,310.539
-54.11371283,310.689
-55.40706038,310.84
-54.50249708,310.99
-54.07051331,311.141
-54.2001111,311.291
-54.45681165,311.441
-54.24082888,311.592
-55.62300886,311.742
-54.84556462,311.893
-54.58390573,312.043
-54.58889078,312.193
-54.3704193,312.344
-54.62709931,312.494
-55.7525749,312.645
-54.9294473,312.795
-53.81131085,312.945
-54.11371283,313.096
-54.24330986,313.246
-53.72244434,313.396
-53.29287851,313.547
-54.54569406,313.697
-55.36386992,313.848
-55.10472184,313.998
-61.36762863,314.148
-62.92387869,314.299
-55.06403801,314.449
-55.32319628,314.6
-55.45277198,314.75
-53.89277382,314.9
-53.89771269,315.051
-62.36016706,315.201
-54.37290461,315.352
-62.01495151,315.502
-53.93844235,315.652
-54.93445545,315.803
-52.55837006,315.953
-54.93195138,316.104
-53.24722639,316.254
-54.02731353,316.404
-61.79918356,316.555
-54.58889078,316.705
-53.37928644,316.855
-61.1113939,317.006
-54.50249708,317.156
-61.49982115,317.307
-62.44922352,317.457
-54.76167515,317.607
-53.67924398,317.758
-54.02731353,317.908
-61.84233765,318.059
-61.58340926,318.209
-62.18756131,318.359
-54.63208726,318.51
-62.06084647,318.66
-61.06823405,318.811
-61.84233765,318.961
-53.59530182,319.111
-62.31701601,319.262
-61.67244889,319.412
-61.58340926,319.562
-62.19030777,319.712
-61.80191703,319.862
-61.58340926,320.013
-62.57591854,320.163
-60.41811854,320.313
-61.79918356,320.464
-61.84507257,320.614
-54.62959329,320.765
-61.32447174,320.915
-61.41622625,321.065
-61.7560292,321.216
-62.10400049,321.366
-60.98461966,321.517
-54.84806581,321.667
-61.23815721,321.817
-60.98191359,321.968
-60.55029607,322.118
-60.766108,322.269
-61.41078526,322.419
-61.88822786,322.569
-62.31701601,322.72
-62.4951318,322.87
-61.37306673,323.02
-61.1545535,323.171
-62.02043288,323.321
-60.07816328,323.472
-61.88822786,323.622
-61.07094301,323.772
-60.51251333,323.923
-61.71833578,324.073
-60.12133041,324.224
-60.51251333,324.374
-61.49982115,324.524
-60.76880686,324.675
-61.1168147,324.825
-60.77150572,324.976
-62.5814374,325.126
-61.32990696,325.276
-60.64201067,325.427
-61.8046505,325.577
-61.32990696,325.728
-61.33262457,325.878
-61.24630138,326.028
-61.29217927,326.179
-60.07816328,326.329
-60.85783449,326.479
-62.75128036,326.63
-60.03767024,326.78
-60.98732573,326.931
-61.03048898,327.081
-68.71247291,327.231
-60.51251333,327.382
-60.90370168,327.532
-60.25619337,327.683
-60.76880686,327.833
-61.03048898,327.983
-60.81467023,328.134
-61.07365197,328.284
-60.16717595,328.435
-60.86053623,328.585
-61.07365197,328.735
-61.89096421,328.886
-61.80738398,329.036
-62.10948762,329.186
-60.60153823,329.336
-61.72379695,329.486
-61.16268902,329.637
-61.89096421,329.787
-60.68517594,329.937
-59.99717407,330.088
-60.85783449,330.238
-60.76880686,330.389
-61.72379695,330.539
-60.7796023,330.689
-60.6447052,330.84
-60.85783449,330.99
-60.29667937,331.141
-60.77420458,331.291
-59.78131767,331.441
-60.73373579,331.592
-61.16268902,331.742
-62.45748883,331.893
-60.73103837,332.043
-60.81467023,332.193
-62.24170471,332.344
-62.02591425,332.494
-61.37850484,332.644
-62.32801911,332.795
-61.81011745,332.945
-60.30204536,333.096
-60.99003181,333.246
-62.29036071,333.396
-60.55837101,333.547
-61.68063633,333.697
-62.33352067,333.848
-61.59158805,333.998
-62.2444526,334.148
-62.15813429,334.299
-61.55387774,334.449
-61.42166724,334.6
-62.11497476,334.75
-62.54655869,334.9
-61.59704057,335.051
-61.1222355,335.201
-60.64739974,335.352
-61.38122389,335.502
-61.85874715,335.652
-61.38394294,335.803
-61.85601223,335.953
-62.32801911,336.103
-61.94507189,336.254
-62.59247512,336.404
-60.47472458,336.555
-61.99097312,336.705
-61.77242139,336.855
-62.3794326,337.006
-60.60423133,337.156
-61.76968936,337.307
-60.99544395,337.457
-60.82277114,337.607
-62.20404002,337.758
-61.59704057,337.908
-61.08177883,338.059
-63.23982131,338.209
-62.11771833,338.359
-61.55932739,338.51
-61.94507189,338.66
-61.42710823,338.81
-61.17082455,338.96
-62.81103016,339.11
-61.38394294,339.261
-61.1681127,339.411
-62.55207466,339.561
-62.28761137,339.712
-61.1249459,339.862
-62.50891453,340.013
-63.49874381,340.163
-62.59799398,340.313
-61.25444556,340.464
-62.46575414,340.614
-62.46850924,340.765
-61.86421698,340.915
-61.64565856,341.065
-62.85142044,341.216
-61.68882377,341.366
-61.21670583,341.517
-62.20953293,341.667
-61.7374499,341.817
-63.71730252,341.968
-61.85874715,342.118
-62.37668038,342.268
-61.13036669,342.419
-63.02681943,342.569
-62.72471267,342.72
-61.64838627,342.87
-61.99097312,343.02
-62.25544417,343.171
-62.77063674,343.321
-61.43254922,343.472
-61.77788545,343.622
-61.47843907,343.772
-62.20953293,343.923
-61.47571713,344.073
-61.94507189,344.224
-60.74452547,344.374
-61.81831787,344.524
-63.1159101,344.675
-62.42810082,344.825
-62.16911433,344.976
-61.68882377,345.126
-62.51167107,345.276
-62.81656343,345.427
-60.78500002,345.577
-60.91451443,345.727
-60.83087205,345.878
-61.08719675,346.028
-63.3316977,346.179
-61.86968681,346.329
-61.77788545,346.479
-62.03961766,346.63
-61.99097312,346.78
-64.21823695,347.351
-62.84588428,347.501
-63.4931644,347.651
-61.4729952,347.802
-60.99815002,347.952
-62.42534716,348.103
-61.38938104,348.253
-62.85418852,348.403
-59.66510759,348.554
-61.13307709,348.704
-62.33902222,348.854
-60.09689377,349.004
-61.25716029,349.154
-62.03961766,349.305
-59.92418234,349.455
-61.60521936,349.605
-60.39375724,349.756
-61.5188848,349.906
-60.44230444,350.057
-60.01053856,350.207
-60.31546034,350.357
-60.61500369,350.508
-60.7013518,350.658
-59.8378251,350.809
-61.26258974,350.959
-59.96736058,351.109
-59.66510759,351.26
-59.53556679,351.41
-61.25987501,351.561
-60.74182805,351.711
-61.0899057,351.861
-60.01321146,352.012
-60.05104195,352.162
-61.04402655,352.312
-59.58140578,352.463
-59.79731179,352.613
-58.84991184,352.764
-59.32231019,352.914
-60.05371629,353.064
-59.8378251,353.215
-58.63134397,353.365
-59.83515797,353.516
-60.26691958,353.666
-58.11046724,353.816
-59.62724741,353.967
-59.71095015,354.117
-59.05792315,354.268
-58.54759247,354.418
-58.50178057,354.568
-58.84464394,354.719
-58.62871723,354.869
-67.86764474,355.02
-68.4714843,355.17
-66.01555764,355.32
-67.08538798,355.471
-59.62192757,355.621
-66.65981673,355.771
-67.51964753,355.922
-65.71353292,356.072
-67.04516091,356.223
-67.17748162,356.373
-68.34209429,356.523
-67.69511004,356.674
-65.75668007,356.824
-66.78633711,356.975
-66.5303948,357.125
-67.39024513,357.275
-67.21770504,357.426
-65.67038552,357.576
-67.56278116,357.727
-66.878417,357.877
-66.01268432,358.027
-68.212702,358.178
-67.30397559,358.328
-67.82451145,358.478
-66.49014283,358.628
-67.09411601,358.778
-68.60087204,358.929
-67.43630039,359.079
-65.75668007,359.229
-66.48725366,359.38
-67.69511004,359.53
-67.39024513,359.681
-67.69511004,359.831
-66.53328541,359.981
-67.09120667,360.132
-67.91371451,360.282
-66.26866216,360.433
-65.88898898,360.583
-66.31756994,360.733
-66.87551486,360.884
-66.82947504,361.034
-65.45464471,361.185
-66.78923637,361.335
-66.57642775,361.485
-65.32519718,361.636
-67.30397559,361.786
-66.65981673,361.936
-66.35494385,362.087
-68.08330743,362.237
-67.09120667,362.388
-66.09897194,362.538
-66.49014283,362.688
-66.65981673,362.839
-65.79696085,362.989
-64.55128845,363.14
-64.63759906,363.29
-66.61956983,363.44
-65.54094179,363.591
-65.36834661,363.741
-65.02314409,363.892
-66.01555764,364.042
